Title,Year,Rating,Length (mins),Rating Amount,Group,Metascore,Short Description,Directors,Star 1,Star 2,Star 3,Genre 1,Genre 2,Genre 3,KMeans Cluster,Agglomerative Cluster
Bringing Up Baby,0.2037037037037024,0.210526315789473,0.0866141732283464,0.0193979933110367,Approved,0.875,"While trying to secure a $1 million donation for his museum, a befuddled paleontologist is pursued by a flighty and often irritating heiress and her pet leopard, Baby.",Andrew Davis,Harrison Ford, Tommy Lee Jones, Sela Ward,Action, Crime, Drama,1,0
Land of Mine,0.9166666666666644,0.210526315789473,0.0826771653543307,0.0123745819397993,15,0.6527777777777777,"In post-World War II Denmark, a group of young German POWs are forced to clear a beach of thousands of land mines under the watch of a Danish Sergeant who slowly learns to appreciate their plight.",Joss Whedon,Nathan Fillion, Gina Torres, Chiwetel Ejiofor,Action, Adventure, Sci-Fi,1,0
Tokyo Godfathers,0.8055555555555536,0.210526315789473,0.0590551181102362,0.0133779264214046,12,0.6527777777777777,"On Christmas Eve, three homeless people living on the streets of Tokyo discover a newborn baby among the trash and set out to find its parents.",Hirokazu Koreeda,Sakura Andô, Eita Nagayama, Soya Kurokawa,Drama, Thriller,,1,0
Veer Zaara,0.8148148148148131,0.210526315789473,0.2637795275590551,0.0163879598662207,PG,0.5416666666666666,"An Indian Air Force pilot rescues a Pakistani girl stranded in India. Years later, a lawyer seeks to unravel the truth behind the pilot's mysterious imprisonment in Pakistan for over two decades, during which he remained silent.",Ridley Scott,Denzel Washington, Russell Crowe, Chiwetel Ejiofor,Biography, Crime, Drama,2,1
"Like Father, Like Son",0.8981481481481488,0.210526315789473,0.124015748031496,0.0063545150501672,PG,0.625,"Ryota is a successful workaholic businessman. When he learns that his biological son was switched with another boy after birth, he faces the difficult decision to choose his true son or the boy he and his wife have raised as their own.",John Schlesinger,Dustin Hoffman, Jon Voight, Sylvia Miles,Drama,,,2,0
The Train,0.4444444444444428,0.210526315789473,0.1476377952755905,0.0033444816053511,PG,0.7222222222222223,"In 1944, a German colonel loads a train with French art treasures to send to Germany. The Resistance must stop it without damaging the cargo.",John Singleton,Cuba Gooding Jr., Laurence Fishburne, Hudhail Al-Amir,Crime, Drama,,1,0
The Children's Hour,0.4166666666666643,0.210526315789473,0.0984251968503937,0.003010033444816,X,0.2916666666666666,A rebellious student at a girls' school accuses two teachers of lesbianism.,Terry Gilliam,Jonathan Pryce, Kim Greist, Robert De Niro,Drama, Sci-Fi, Thriller,2,1
Cléo from 5 to 7,0.4259259259259238,0.210526315789473,0.0629921259842519,0.0063545150501672,PG,0.8194444444444444,"Cleo, a singer and hypochondriac, becomes increasingly worried that she might have cancer while awaiting test results from her doctor.",Wes Anderson,Jared Gilman, Kara Hayward, Bruce Willis,Adventure, Comedy, Drama,1,0
"I, Daniel Blake",0.9259259259259238,0.210526315789473,0.0826771653543307,0.0187290969899665,15,0.6944444444444444,"After surviving a heart-attack, a 59-year-old carpenter must fight bureaucratic forces to receive Employment and Support Allowance.",Dean DeBlois,Jay Baruchel, Cate Blanchett, Gerard Butler,Animation, Action, Adventure,1,0
Oliver Twist,0.296296296296294,0.210526315789473,0.1141732283464566,0.0013377926421404,U,0.7777777777777777,"In Charles Dickens' classic tale, an orphan wends his way from cruel apprenticeship to den of thieves in search of a true home.",Duncan Jones,Sam Rockwell, Kevin Spacey, Dominique McElligott,Drama, Mystery, Sci-Fi,1,0
Great Expectations,0.2777777777777785,0.210526315789473,0.1181102362204724,0.0056856187290969,PG,0.8611111111111112,"A humble orphan boy in 1810s Kent is given the opportunity to go to London and become a gentleman, with the help of an unknown benefactor.",F. Gary Gray,O'Shea Jackson Jr., Corey Hawkins, Jason Mitchell,Biography, Drama, History,1,0
The Chorus,0.8148148148148131,0.210526315789473,0.076771653543307,0.0197324414715719,12A,0.3888888888888888,"Pierre, a successful orchestra conductor, returns home when his mother dies. He stumbles upon an old diary and recollects the childhood school memories and his music teacher Clement Mathieu.",Tomas Alfredson,Kåre Hedebrant, Lina Leandersson, Per Ragnar,Drama, Fantasy, Horror,2,1
Babette's Feast,0.6574074074074083,0.210526315789473,0.0885826771653543,0.0043478260869565,U,0.6944444444444444,"During the late 19th century, a strict religious community in a Danish village takes in a French refugee from the Franco-Prussian War as a servant to the late pastor's daughters.",Bob Fosse,Liza Minnelli, Michael York, Helmut Griem,Drama, Music, Musical,1,0
Becket,0.4444444444444428,0.210526315789473,0.1771653543307086,0.0020066889632107,PG,0.5555555555555556,"King Henry II of England comes to terms with his affection for his close friend and confidant Thomas Becket, who finds his true honor by observing God's divine will rather than the King's.",David O. Russell,Mark Wahlberg, Christian Bale, Amy Adams,Action, Biography, Drama,2,0
Johnny Got His Gun,0.5092592592592595,0.210526315789473,0.1043307086614173,0.003010033444816,X,0.5972222222222222,"During World War I, a patriotic young American is rendered blind, deaf, limbless, and mute by a horrific artillery shell attack. Trapped in what's left of his body, he desperately looks for a way to end his life.",Michael Mann,Russell Crowe, Al Pacino, Christopher Plummer,Biography, Drama, History,2,0
Birdman of Alcatraz,0.4259259259259238,0.210526315789473,0.1751968503937007,0.0033444816053511,PG,0.6666666666666667,A surly convicted murderer held in permanent isolation redeems himself when he becomes a renowned bird expert.,Paul Greengrass,Tom Hanks, Barkhad Abdi, Barkhad Abdirahman,Action, Biography, Crime,1,0
My Life as a Courgette,0.9259259259259238,0.210526315789473,0.0157480314960629,0.0070234113712374,PG,0.7916666666666667,"After losing his mother, a young boy is sent to an orphanage with other orphans his age where he begins to learn the meaning of trust and true love.",Hayao Miyazaki,Kirsten Dunst, Minami Takayama, Rei Sakuma,Animation, Family, Fantasy,1,0
Millennium Actress,0.7870370370370345,0.210526315789473,0.0570866141732283,0.0080267558528428,PG,0.5833333333333334,A TV interviewer and his cameraman meet a former actress and travel through her memories and career.,Jithu Madhavan,Fahadh Faasil, Hipzster, Mithun Jai Shankar,Action, Comedy,,2,0
Amy,0.9166666666666644,0.210526315789473,0.1377952755905512,0.0157190635451505,15,0.7916666666666667,Archival footage and personal testimonials present an intimate portrait of the life and career of British singer/songwriter Amy Winehouse.,Martin Ritt,Paul Newman, Melvyn Douglas, Patricia Neal,Drama, Western,,1,0
The Second Mother,0.9166666666666644,0.210526315789473,0.1062992125984252,0.0026755852842809,15,0.75,"When the estranged daughter of a hard-working live-in housekeeper suddenly appears, the unspoken class barriers that exist within the home are thrown into disarray.",George A. Romero,Duane Jones, Judith O'Dea, Karl Hardman,Horror, Thriller,,1,0
Eat Drink Man Woman,0.7222222222222214,0.210526315789473,0.1299212598425197,0.0046822742474916,PG,0.7222222222222223,A senior chef lives with his three grown daughters; the middle one finds her future plans affected by unexpected events and the life changes of the other household members.,John Ford,John Wayne, Jeffrey Hunter, Vera Miles,Adventure, Drama, Western,1,0
The Muppet Christmas Carol,0.7037037037037024,0.210526315789473,0.0531496062992126,0.0220735785953177,U,0.5,"The Muppets put their spin on the tale of an elder, Christmas-hating miser who is visited by spirits who foretell his future and share secrets from his past and present, which helps change his view on life.",Robert Benton,Dustin Hoffman, Meryl Streep, Jane Alexander,Drama,,,2,1
The Servant,0.4351851851851833,0.210526315789473,0.1141732283464566,0.0016722408026755,12,0.9166666666666669,"Upper-class Tony hires servant Hugo Barrett, who turns out to have a hidden agenda.",Jacques Audiard,Tahar Rahim, Niels Arestrup, Adel Bencherif,Crime, Drama,,1,0
Days of Wine and Roses,0.4259259259259238,0.210526315789473,0.1161417322834645,0.0013377926421404,PG,0.6388888888888888,"An alcoholic marries a young woman and systematically addicts her to booze so that they can share his ""passion"" together.",Clint Eastwood,Clint Eastwood, Sondra Locke, Chief Dan George,Drama, Western,,1,0
Embrace of the Serpent,0.9166666666666644,0.210526315789473,0.1318897637795275,0.0050167224080267,12A,0.75,"The story of the relationship between Karamakate, an Amazonian shaman and last survivor of his people, and two scientists who work together over the course of forty years to search the Amazon for a sacred healing plant.",Ron Howard,Viggo Mortensen, Colin Farrell, Joel Edgerton,Biography, Drama, Thriller,1,0
Seven Days in May,0.4444444444444428,0.210526315789473,0.1181102362204724,0.0026755852842809,PG,0.625,United States military leaders plot to overthrow the President because he supports a nuclear disarmament treaty and they fear a Soviet sneak attack.,Stanley Donen,Cary Grant, Audrey Hepburn, Walter Matthau,Comedy, Mystery, Romance,2,0
Crimes and Misdemeanors,0.6759259259259238,0.210526315789473,0.0905511811023622,0.017391304347826,15,0.6805555555555556,An ophthalmologist's mistress threatens to reveal their affair to his wife while a married documentary filmmaker is infatuated with another woman.,Giuseppe Tornatore,Geoffrey Rush, Jim Sturgess, Sylvia Hoeks,Crime, Drama, Mystery,1,0
The Postman,0.7222222222222214,0.210526315789473,0.0984251968503937,0.0100334448160535,U,0.7361111111111112,"A simple Italian postman learns to love poetry while delivering mail to a famous poet, and then uses this to woo local beauty Beatrice.",James Ivory,Anthony Hopkins, Emma Thompson, John Haycraft,Drama, Romance,,1,0
"One, Two, Three",0.4166666666666643,0.210526315789473,0.0984251968503937,0.0046822742474916,U,0.625,"In West Berlin during the Cold War, a Coca-Cola executive is given the task of taking care of his boss' socialite daughter.",Vincente Minnelli,Lana Turner, Kirk Douglas, Walter Pidgeon,Drama, Romance,,2,0
Ernest & Celestine,0.8888888888888893,0.210526315789473,0.0433070866141732,0.0043478260869565,U,0.8055555555555556,"The story of an unlikely friendship between a bear, Ernest, and a young mouse named Celestine.",Taika Waititi,Sam Neill, Julian Dennison, Rima Te Wiata,Adventure, Comedy, Drama,1,0
Gimme Shelter,0.5,0.210526315789473,0.0649606299212598,0.0010033444816053,15,0.7916666666666667,"When three hundred thousand members of the Love Generation collided with a few dozen Hells Angels at San Francisco's Altamont Speedway, the bloody slash that transformed a decade's dreams into disillusionment was immortalized on this film.",Lukas Moodysson,Oksana Akinshina, Artyom Bogucharskiy, Pavel Ponomaryov,Crime, Drama,,1,0
"Food, Inc.",0.8518518518518512,0.210526315789473,0.0708661417322834,0.01438127090301,PG,0.7222222222222223,An unflattering look inside America's corporate controlled food industry.,Douglas Sirk,Lana Turner, John Gavin, Sandra Dee,Drama,,,1,0
Alice in the Cities,0.5370370370370345,0.210526315789473,0.108267716535433,0.0013377926421404,PG,0.6944444444444444,A German journalist is saddled with a nine-year-old girl after encountering her mother at a New York airport.,Bob Fosse,Roy Scheider, Jessica Lange, Ann Reinking,Drama, Music, Musical,1,0
Jiro Dreams of Sushi,0.8796296296296298,0.210526315789473,0.0452755905511811,0.0096989966555183,U,0.6805555555555556,"A documentary on 85-year-old sushi master Jiro Ono, his renowned Tokyo restaurant, and his relationship with his son and eventual heir, Yoshikazu.",Roland Joffé,Sam Waterston, Haing S. Ngor, John Malkovich,Biography, Drama, History,1,0
I Vitelloni,0.3425925925925916,0.210526315789473,0.1003937007874015,0.0040133779264214,PG,0.8194444444444444,A character study of five young men at crucial turning points in their lives in a small town in Italy.,John Ford,John Wayne, Claire Trevor, Andy Devine,Adventure, Drama, Western,1,0
C.R.A.Z.Y.,0.8240740740740726,0.210526315789473,0.139763779527559,0.0083612040133779,15,0.7361111111111112,"Zachary is confused about his sexuality and is in conflict with his Catholic upbringing which alienates his parents. Forcing himself to like girls, Zachary also has to cope with his older brothers, who don't make his life any easier.",Lars von Trier,Emily Watson, Stellan Skarsgård, Katrin Cartlidge,Drama,,,1,0
System Crasher,0.9537037037037024,0.210526315789473,0.1318897637795275,0.0020066889632107,15,0.8472222222222221,"9-year-old Benni is a toss-up between institutions that cannot tackle her outbursts. She wants to move in with her mother, but she can not handle her wild daughter. After Micha is hired Benni slowly opens up and attaches herself to him.","Shin'ichirô Watanabe, Tensai Okamura, Hiroyuki Okiura",Beau Billingslea, Melissa Fahn, Nicholas Guest,Animation, Action, Crime,1,0
In This Corner (and Other Corners) of the World,0.9259259259259238,0.210526315789473,0.139763779527559,0.0010033444816053,PG,0.625,A spirited 18-year-old woman is married off to a man she barely knows as she combats the daily struggles of living in Hiroshima during World War II.,Frank Capra,Gary Cooper, Jean Arthur, George Bancroft,Comedy, Drama, Romance,2,0
Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,0.8055555555555536,0.210526315789473,0.0196850393700787,0.0023411371237458,PG,0.3472222222222222,Four talented alien musicians are kidnapped by a record producer who disguises them as humans and has them reprogrammed to forget their real identities and play soulless corporate pop as The Crescendolls.,Stanley Kramer,Spencer Tracy, Sidney Poitier, Katharine Hepburn,Comedy, Drama,,2,1
The Hill,0.4537037037037024,0.210526315789473,0.1279527559055118,0.0020066889632107,X,0.7361111111111112,"In a North African military prison during World War II, five new prisoners struggle to survive in the face of brutal punishment and sadistic guards.",Rahul Sadasivan,Mammootty, Arjun Ashokan, Sidharth Bharathan,Drama, Horror, Thriller,1,0
Take Care of Maya,0.9907407407407404,0.210526315789473,0.0885826771653543,0.0003344481605351,12,0.5,"As a medical team tries to understand 10-year-old Maya Kowalski's rare illness, they begin to question her parents. Suddenly, Maya is in state custody, and her family is desperate to bring their daughter home.",Luis Buñuel,Fernando Rey, Delphine Seyrig, Paul Frankeur,Comedy, Drama, Fantasy,2,1
