Title,Year,Rating,Length (mins),Rating Amount,Group,Metascore,Short Description,Directors,Star 1,Star 2,Star 3,Genre 1,Genre 2,Genre 3
Star Trek,0.8611111111111107,0.26315789473684204,0.13582677165354332,0.20635451505016722,12A,0.75,The brash James T. Kirk tries to live up to his father's legacy with Mr. Spock keeping him in check as a vengeful Romulan from the future creates black holes to destroy the Federation one planet at a time.,Juraj Herz,,,,,,
Almost Famous,0.7777777777777786,0.26315789473684204,0.12598425196850394,0.09732441471571907,15,0.8611111111111112,A high-school boy in the early 1970s is given the chance to write a story for Rolling Stone magazine about an up-and-coming rock band as he accompanies them on their concert tour.,Roberto Rossellini,,,,,,
Thor: Ragnarok,0.9351851851851833,0.26315789473684204,0.14173228346456693,0.2792642140468228,12A,0.6388888888888888,"Imprisoned on the planet Sakaar, Thor must race against time to return to Asgard and stop Ragnarök, the destruction of his world, at the hands of the powerful and ruthless villain Hela.",Aditya Chopra,,,,,,
Children of Men,0.8333333333333321,0.26315789473684204,0.10039370078740159,0.17859531772575252,15,0.7777777777777777,"In 2027, in a chaotic world in which women have somehow become infertile, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea.",Luis Buñuel,,,,,,
The Blues Brothers,0.5925925925925917,0.26315789473684204,0.14763779527559054,0.07023411371237459,AA,0.4444444444444444,"Jake Blues rejoins with his brother Elwood after being released from prison, but the duo has just days to reunite their old R&B band and save the Catholic home where the two were raised, outrunning the police as they tear through Chicago.",Akira Kurosawa,,,,,,
Mystic River,0.8055555555555536,0.26315789473684204,0.15748031496062995,0.16387959866220736,15,0.7777777777777777,"The tragic murder of a 19-year-old girl reunites three childhood friends still living in Boston--the victim's gangster father, a detective, and the disturbed man they both suspect of killing her.","Béla Tarr, Ágnes Hranitzky",,,,,,
The Perks of Being a Wallflower,0.8888888888888893,0.26315789473684204,0.08858267716535434,0.18595317725752508,12A,0.5416666666666666,"Charlie, a 15-year-old introvert, enters high school and is nervous about his new life. When he befriends his seniors, he learns to cope with his friend's suicide and his tumultuous past.",Ari Folman,,,,,,
In Bruges,0.8518518518518512,0.26315789473684204,0.09645669291338582,0.15551839464882944,18,0.5416666666666666,"After a job gone wrong, hitman Ray and his partner await orders from their ruthless boss in Bruges, Belgium, the last place in the world Ray wants to be.",Charles Chaplin,,,,,,
E.T. the Extra-Terrestrial,0.6111111111111107,0.26315789473684204,0.11220472440944881,0.14715719063545152,PG,0.8888888888888888,A troubled child summons the courage to help a friendly alien escape from Earth and return to his home planet.,Aniruddha Roy Chowdhury,,,,,,
Zack Snyder's Justice League,0.9722222222222214,0.26315789473684204,0.36220472440944884,0.14782608695652175,15,0.36111111111111116,"Determined to ensure that Superman's ultimate sacrifice wasn't in vain, Bruce Wayne recruits a team of metahumans to protect the world from an approaching threat of catastrophic proportions.",Laura Poitras,,,,,,
District 9,0.8611111111111107,0.26315789473684204,0.1062992125984252,0.24147157190635452,15,0.7361111111111112,"In a future Earth in which aliens are isolated in a remote ghetto, a government agent finds himself banished there.",Emir Kusturica,,,,,,
Shaun of the Dead,0.8148148148148131,0.26315789473684204,0.08070866141732283,0.2020066889632107,15,0.6666666666666667,"The uneventful, aimless lives of a London electronics salesman and his layabout roommate are disrupted by the zombie apocalypse.",Apoorv Singh Karki,,,,,,
Dallas Buyers Club,0.8981481481481488,0.26315789473684204,0.11614173228346458,0.174247491638796,15,0.6805555555555556,"In 1985 Dallas, electrician and hustler Ron Woodroof works around the system to help AIDS patients get the medication they need after he is diagnosed with the disease.",Rajkumar Santoshi,,,,,,
Boyhood,0.9074074074074083,0.26315789473684204,0.2106299212598425,0.12173913043478263,15,1.0,"The life of Mason, from early childhood to his arrival at college.",Ömer Faruk Sorak,,,,,,
X-Men: Days of Future Past,0.9074074074074083,0.26315789473684204,0.14566929133858267,0.2525083612040134,12A,0.6527777777777777,The X-Men send Wolverine to the past in a desperate effort to change history and prevent an event that results in doom for both humans and mutants.,William A. Wellman,,,,,,
Wonder,0.9351851851851833,0.26315789473684204,0.10826771653543307,0.05886287625418061,PG,0.5277777777777778,"Based on the New York Times bestseller, this movie tells the incredibly inspiring and heartwarming story of August Pullman, a boy with facial differences who enters the fifth grade, attending a mainstream elementary school for the first time.",Rainer Werner Fassbinder,,,,,,
This Is Spinal Tap,0.6296296296296298,0.26315789473684204,0.047244094488188976,0.04682274247491639,15,0.8888888888888888,"Spinal Tap, one of England's loudest bands, is chronicled by film director Marty DiBergi on what proves to be a fateful tour.",Yuriy Bykov,,,,,,
Fantastic Mr. Fox,0.8611111111111107,0.26315789473684204,0.057086614173228356,0.09096989966555184,PG,0.7638888888888888,An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.,"Michael Powell, Emeric Pressburger",,,,,,
Do the Right Thing,0.6759259259259238,0.26315789473684204,0.1220472440944882,0.03578595317725753,18,0.9027777777777777,"On the hottest day of the year on a street in the Bedford-Stuyvesant section of Brooklyn, everyone's hate and bigotry smolders and builds until it explodes into violence.",Elio Petri,,,,,,
Marriage Story,0.9537037037037024,0.26315789473684204,0.15551181102362208,0.11638795986622075,15,0.9166666666666667,A stage director and his actor wife struggle through a grueling divorce that pushes them to their personal and creative extremes. Noah Baumbach's incisive and compassionate look at a marriage breaking up and a family staying together.,Ingmar Bergman,,,,,,
Life of Pi,0.8888888888888893,0.26315789473684204,0.13582677165354332,0.22441471571906355,PG,0.7083333333333333,"A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger.",Kang Je-kyu,,,,,,
Toy Story 2,0.768518518518519,0.26315789473684204,0.06692913385826774,0.21036789297658864,U,0.8333333333333333,"When Woody is stolen by a toy collector, Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie, Prospector, and Bullseye.",Levent Semerci,,,,,,
Before Midnight,0.8981481481481488,0.26315789473684204,0.10039370078740159,0.05618729096989967,15,0.9166666666666667,We meet Jesse and Celine nine years on in Greece. Almost two decades have passed since their first meeting on that train bound for Vienna.,Michael Moore,,,,,,
Ghost in the Shell,0.731481481481481,0.26315789473684204,0.049212598425196846,0.051170568561872916,15,0.6666666666666667,A cyborg policewoman and her partner hunt a mysterious and powerful hacker called the Puppet Master.,Vishal Bhardwaj,,,,,,
"Crouching Tiger, Hidden Dragon",0.7777777777777786,0.26315789473684204,0.1220472440944882,0.09264214046822743,12,0.9166666666666667,A young Chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation.,Vishal Bhardwaj,,,,,,
Carlito's Way,0.7129629629629619,0.26315789473684204,0.16929133858267717,0.0762541806020067,18,0.5277777777777778,"A Puerto Rican former convict, just released from prison, pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of N.Y.C.",Seth Gordon,,,,,,
Edward Scissorhands,0.6851851851851833,0.26315789473684204,0.09251968503937008,0.1779264214046823,12,0.6388888888888888,The solitary life of an artificial man - who was incompletely constructed and has scissors for hands - is upended when he is taken in by a suburban family.,"Tamara Kotevska, Ljubomir Stefanov",,,,,,
Annie Hall,0.5648148148148131,0.26315789473684204,0.06889763779527561,0.09130434782608696,AA,0.8888888888888888,"Alvy Singer, a divorced Jewish comedian, reflects on his relationship with ex-lover Annie Hall, an aspiring nightclub singer, which ended abruptly just like his previous marriages.",Karthik Subbaraj,,,,,,
Being There,0.5833333333333321,0.26315789473684204,0.14173228346456693,0.023411371237458192,AA,0.7638888888888888,"After the death of his employer forces him out of the only home he's ever known, a simpleminded, sheltered gardener becomes an unlikely trusted advisor to a powerful tycoon and an insider in Washington politics.",Darin J. Sallam,,,,,,
Spartacus,0.40740740740740833,0.26315789473684204,0.27362204724409445,0.04581939799331104,PG,0.8194444444444444,"The slave Spartacus survives brutal training as a gladiator and leads a violent revolt against the decadent Roman Republic, as the ambitious Crassus seeks to gain power by crushing the uprising.",Bahman Ghobadi,,,,,,
A Fistful of Dollars,0.44444444444444287,0.26315789473684204,0.08070866141732283,0.07725752508361204,15,0.5138888888888888,"A wandering gunfighter plays two rival families against each other in a town torn apart by greed, pride, and revenge.",Farhan Akhtar,,,,,,
Strangers on a Train,0.3240740740740726,0.26315789473684204,0.0846456692913386,0.04515050167224081,PG,0.8333333333333333,A psychopath tries to forcibly persuade a tennis star to agree to his theory that two strangers can get away with murder by submitting to his plan to kill the other's most-hated person.,Rajkumar Hirani,,,,,,
"Blood In, Blood Out",0.7129629629629619,0.26315789473684204,0.24015748031496062,0.008695652173913044,18,0.26388888888888895,"Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on step-brothers Paco and Cruz, and their bi-racial cousin Miklo.",Lee Hae-jun,,,,,,
Wings of Desire,0.6574074074074083,0.26315789473684204,0.1377952755905512,0.023411371237458192,PG,0.7083333333333333,"An angel tires of his purely ethereal life of merely overseeing the human activity of Berlin's residents, and longs for the tangible joys of physical existence when he falls in love with a mortal.",Ram Gopal Varma,,,,,,
Doctor Zhivago,0.4537037037037024,0.26315789473684204,0.26574803149606296,0.024749163879598662,PG,0.5694444444444444,"The life of a Russian physician and poet who, although married to another, falls in love with a political activist's wife and experiences hardship during World War I and then the October Revolution.",Erich von Stroheim,,,,,,
The Nightmare Before Christmas,0.7129629629629619,0.26315789473684204,0.03543307086614175,0.12809364548494984,PG,0.75,"Jack Skellington, king of Halloween Town, discovers Christmas Town, but his attempts to bring Christmas to his home causes confusion.","Mathur Goswami, Neeraj Pandey",,,,,,
Sing Street,0.9259259259259238,0.26315789473684204,0.09448818897637795,0.031438127090301006,12A,0.7083333333333333,"A young lad notices a beautiful girl who begins to occupy his thoughts. While struggling with poverty, personal relationships and life's woes, he starts a band, hoping to catch her attention.",Krzysztof Kieslowski,,,,,,
A Streetcar Named Desire,0.3240740740740726,0.26315789473684204,0.12598425196850394,0.03578595317725753,X,0.9583333333333333,Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.,Yasujirô Ozu,,,,,,
Dancer in the Dark,0.7777777777777786,0.26315789473684204,0.15157480314960628,0.03678929765886288,15,0.48611111111111116,An Eastern European US immigrant with a love for musicals has to cope with the gradual loss of her vision.,Akira Kurosawa,,,,,,
Solaris,0.518518518518519,0.26315789473684204,0.21456692913385825,0.030434782608695653,PG,0.9027777777777777,A psychologist is sent to a station orbiting a distant planet in order to discover what has caused the crew to go insane.,F.W. Murnau,,,,,,
Togo,0.9537037037037024,0.26315789473684204,0.10826771653543307,0.016053511705685617,PG,0.5694444444444444,"The story of Togo, the sled dog who led the 1925 serum run despite being considered too small and weak to lead such an intense race.","Edward Sedgwick, Buster Keaton",,,,,,
The Sacrifice,0.6481481481481488,0.26315789473684204,0.17913385826771652,0.007692307692307693,PG,0.7916666666666667,"At the dawn of World War III, a man searches for a way to restore peace to the world and finds he must give something in return.",Marwan Hamed,,,,,,
Amour,0.8888888888888893,0.26315789473684204,0.13582677165354332,0.032775919732441476,12A,0.9305555555555556,"Georges and Anne are an octogenarian couple. They are cultivated, retired music teachers. Their daughter, also a musician, lives in Britain with her family. One day, Anne has a stroke, and the couple's bond of love is severely tested.",Vignesh Raja,,,,,,
A Christmas Story,0.6203703703703702,0.26315789473684204,0.06889763779527561,0.05518394648829432,PG,0.6805555555555556,"In the 1940s, a young boy named Ralphie Parker attempts to convince his parents, teacher, and Santa Claus that a Red Ryder Range 200 Shot BB gun really is the perfect Christmas gift.","Yilmaz Erdogan, Ömer Faruk Sorak",,,,,,
The Wrestler,0.8518518518518512,0.26315789473684204,0.10039370078740159,0.10501672240802676,15,0.7222222222222223,"A faded professional wrestler must retire, but finds his quest for a new life outside the ring a dispiriting struggle.",Sachy,,,,,,
Shoplifters,0.9444444444444429,0.26315789473684204,0.12401574803149606,0.026755852842809364,15,0.9027777777777777,"On the margins of Tokyo, a dysfunctional band of outsiders are united by loyalty, a penchant for petty theft and playful grifting. When the young son is arrested, secrets are exposed that upend their tenuous, below-the-radar existence.",Neeraj Pandey,,,,,,
Captains Courageous,0.19444444444444287,0.26315789473684204,0.11614173228346458,0.0003344481605351171,U,0.7361111111111112,"A spoiled brat who falls overboard from a steamship in the 1920s gets picked up by a New England fishing boat, where he's made to earn his keep by joining the crew in their work.","Mark Achbar, Jennifer Abbott",,,,,,
Hero,0.7962962962962941,0.26315789473684204,0.09645669291338582,0.06020066889632107,12A,0.7916666666666667,"A defense officer, Nameless, was summoned by the King of Qin regarding his success of terminating three warriors.",Anurag Kashyap,,,,,,
The Maltese Falcon,0.23148148148148096,0.26315789473684204,0.0826771653543307,0.053511705685618735,PG,0.9583333333333333,"San Francisco private detective Sam Spade takes on a case that involves him with three eccentric criminals, a gorgeous liar and their quest for a priceless statuette, with the stakes rising after his partner is murdered.",Yash Chopra,,,,,,
The Manchurian Candidate,0.4259259259259238,0.26315789473684204,0.13385826771653545,0.024080267558528427,12A,0.9166666666666667,An American POW in the Korean War is brainwashed as an unwitting assassin for an international Communist conspiracy.,Cassie Jaye,,,,,,
The Wild Bunch,0.4907407407407405,0.26315789473684204,0.17125984251968504,0.0274247491638796,18,0.9722222222222221,"An aging group of outlaws in 1913 Texas look for one last big score, selling stolen Army rifles to a rogue Mexican general during that country's revolution, as the traditional American West is disappearing around them.",Bing Liu,,,,,,
Notorious,0.27777777777777857,0.26315789473684204,0.08661417322834647,0.03344481605351171,A,1.0,The daughter of a convicted German spy is asked by American agents to gather information on a ring of German scientists in South America. How far will she have to go to ingratiate herself with them?,René Clément,,,,,,
All the President's Men,0.5555555555555536,0.26315789473684204,0.15748031496062995,0.04013377926421405,AA,0.7777777777777777,"""The Washington Post"" reporters Bob Woodward and Carl Bernstein uncover the details of the Watergate scandal that leads to President Richard Nixon's resignation.",Ketan Mehta,,,,,,
The Big Country,0.3888888888888893,0.26315789473684204,0.21259842519685038,0.004013377926421405,PG,0.45833333333333337,"A New England sea captain in the 1880s arrives at his fiancée's sprawling Texas ranch, where he becomes embroiled in a feud between two families over a valuable patch of land.",Sukumar,,,,,,
Rope,0.29629629629629406,0.26315789473684204,0.043307086614173235,0.049832775919732446,PG,0.625,Two men try to convince themselves they've committed the perfect murder by hosting a dinner party after strangling a former classmate to death.,Vladimir Menshov,,,,,,
The Leopard,0.43518518518518334,0.26315789473684204,0.25196850393700787,0.007023411371237459,PG,1.0,"The Prince of Salina, a noble aristocrat of impeccable integrity, tries to preserve his family and class amid the tumultuous social upheavals of 1860s Sicily.",Kamal Haasan,,,,,,
King Kong,0.15740740740740833,0.26315789473684204,0.0826771653543307,0.027759197324414717,PG,0.8888888888888888,"A film crew goes to a tropical island for a location shoot, where they capture a colossal ape who takes a shine to their blonde starlet, and bring him back to New York City.","Peter D. Hutchison, Kelly Nyks, Jared P. Scott",,,,,,
The Raid 2,0.9074074074074083,0.26315789473684204,0.1811023622047244,0.04147157190635452,18,0.5972222222222222,"Only a short time after the first raid, Rama goes undercover with the thugs of Jakarta and plans to bring down the syndicate and uncover the corruption within his police force.",Çagan Irmak,,,,,,
Harold and Maude,0.5092592592592595,0.26315789473684204,0.06496062992125984,0.024749163879598662,AA,0.4722222222222222,"Young, rich, and obsessed with death, Harold finds himself changed forever when he meets lively septuagenarian Maude at a funeral.",Brian Knappenberger,,,,,,
Tampopo,0.6388888888888893,0.26315789473684204,0.11023622047244094,0.00468227424749164,18,0.8194444444444444,A truck driver stops at a small family-run noodle shop and decides to help its fledgling business. The story is intertwined with various vignettes about the relationship of love and food.,"Joe Berlinger, Bruce Sinofsky",,,,,,
The Hustler,0.4166666666666643,0.26315789473684204,0.1496062992125984,0.02608695652173913,X,0.8611111111111112,An up-and-coming pool player plays a long-time champion in a single high-stakes match.,"Sam Dunn, Scot McFadyen, Jessica Joy Wise",,,,,,
Mirror,0.5462962962962941,0.26315789473684204,0.09645669291338582,0.014715719063545152,U,0.75,"A dying man in his forties remembers his past. His childhood, his mother, the war, personal moments and things that tell of the recent history of all the Russian nation.",Srdjan Dragojevic,,,,,,
The Big Sleep,0.27777777777777857,0.26315789473684204,0.11023622047244094,0.027759197324414717,PG,0.8055555555555556,"Private detective Philip Marlowe is hired by a wealthy family. Before the complex case is over, he's seen murder, blackmail--and what might be love.",Mari Selvaraj,,,,,,
Talk to Her,0.7962962962962941,0.26315789473684204,0.1062992125984252,0.036454849498327765,15,0.8055555555555556,Two men share an odd friendship while they care for two women who are both in deep comas.,Mahesh Manjrekar,,,,,,
Cat on a Hot Tin Roof,0.3888888888888893,0.26315789473684204,0.09842519685039372,0.01505016722408027,X,0.7777777777777777,Brick is an alcoholic ex-football player who drinks his days away and resists the affections of his wife. A reunion with his terminal father jogs a host of memories and revelations for both father and son.,Marwan Hamed,,,,,,
High Noon,0.33333333333333215,0.26315789473684204,0.053149606299212615,0.03444816053511706,U,0.8472222222222221,"A town Marshal, despite the disagreements of his newlywed bride and the townspeople around him, must face a gang of deadly killers alone at ""high noon"" when the gang leader, an outlaw he ""sent up"" years ago, arrives on the noon train.",Puri Jagannadh,,,,,,
Patton,0.5,0.26315789473684204,0.22440944881889766,0.03344481605351171,PG,0.8055555555555556,The World War II phase of the career of controversial American general George S. Patton.,Eugene Jarecki,,,,,,
Touch of Evil,0.3888888888888893,0.26315789473684204,0.07283464566929135,0.034113712374581946,A,0.9861111111111112,"A Mexican official and his American wife are targeted in a Texas border town by the crime family he's trying to put behind bars for drug trafficking, as his concern grows over the tactics of the local detective whose cooperation he needs.",Sinan Çetin,,,,,,
Short Term 12,0.8981481481481488,0.26315789473684204,0.07480314960629922,0.027759197324414717,15,0.75,A 20-something supervising staff member of a residential treatment facility navigates the troubled waters of that world alongside her co-worker and longtime boyfriend.,Gunasekhar,,,,,,
The Killing,0.37037037037037024,0.26315789473684204,0.05118110236220472,0.030434782608695653,PG,0.875,Crook Johnny Clay assembles a five-man team to plan and execute a daring racetrack robbery.,Brady Corbet,,,,,,
The Conformist,0.5,0.26315789473684204,0.10826771653543307,0.008695652173913044,X,1.0,"A weak-willed Italian man becomes a fascist flunky who goes abroad to arrange the assassination of his old teacher, now a political dissident.",Tony Scott,,,,,,
The Adventures of Robin Hood,0.2037037037037024,0.26315789473684204,0.08661417322834647,0.015384615384615387,U,0.9583333333333333,"When Prince John and the Norman Lords begin oppressing the Saxon masses in King Richard's absence in 1190s England, a Saxon lord fights back as the outlaw leader of a resistance movement.",Rian Johnson,,,,,,
Mildred Pierce,0.26851851851851904,0.26315789473684204,0.10433070866141733,0.006688963210702342,PG,0.8333333333333333,A hard-working mother inches towards disaster as she divorces her husband and starts a successful restaurant business to support her spoiled daughter.,James Gunn,,,,,,
Once Were Warriors,0.7222222222222214,0.26315789473684204,0.08661417322834647,0.009364548494983279,18,0.6805555555555556,A family descended from Maori warriors is bedeviled by a violent father and the societal problems of being treated as outcasts.,Denis Villeneuve,,,,,,
My Name Is Khan,0.8703703703703702,0.26315789473684204,0.2106299212598425,0.036454849498327765,12A,0.3055555555555556,"Rizwan Khan is a Muslim immigrant to the US with Asperger's syndrome. After his family falls apart in the aftermath of 9/11, he begins an epic quest across the country to speak to the President of the United States and clear his name.",Alexander Payne,,,,,,
In Cold Blood,0.47222222222222143,0.26315789473684204,0.1496062992125984,0.006688963210702342,X,0.8472222222222221,"Two ex-cons murder a family in a robbery attempt, before going on the run from the authorities. The police try to piece together the details of the murder in an attempt to track down the killers.",James Cameron,,,,,,
3-Iron,0.8148148148148131,0.26315789473684204,0.05905511811023623,0.016722408026755852,15,0.6111111111111112,A transient young man breaks into empty homes to partake of the vacationing residents' lives for a few days.,Paul Thomas Anderson,,,,,,
A Taxi Driver,0.9351851851851833,0.26315789473684204,0.15551181102362208,0.00802675585284281,15,0.5694444444444444,"A widowed father and taxi driver who drives a German reporter from Seoul to Gwangju to cover the 1980 uprising, soon finds himself regretting his decision after being caught in the violence around him.",Alfonso Cuarón,,,,,,
Nostalgia,0.6203703703703702,0.26315789473684204,0.13188976377952757,0.007023411371237459,15,0.6388888888888888,"A Russian poet and his interpreter travel to Italy researching the life of an 18th-century composer, and instead meet a ruminative madman who tells the poet how the world may be saved.",Norman Jewison,,,,,,
Mishima: A Life in Four Chapters,0.6388888888888893,0.26315789473684204,0.1220472440944882,0.0016722408026755855,15,0.7777777777777777,A fictionalized account in four chapters of the life of celebrated Japanese writer Yukio Mishima.,Bryan Singer,,,,,,
Head-On,0.8148148148148131,0.26315789473684204,0.12401574803149606,0.016387959866220735,18,0.6944444444444444,"With the intention to break free from the strict familial restrictions, a suicidal young woman sets up a marriage of convenience with a forty-year-old addict, an act that will lead to an outburst of envious love.","Andrew Adamson, Vicky Jenson",,,,,,
Stalag 17,0.34259259259259167,0.26315789473684204,0.1220472440944882,0.016722408026755852,PG,0.7777777777777777,"After two Americans are killed while escaping from a German P.O.W. camp in World War II, the barracks black marketeer, J.J. Sefton, is suspected of being an informer.",Doug Liman,,,,,,
Nine Queens,0.7777777777777786,0.26315789473684204,0.11023622047244094,0.016387959866220735,15,0.7222222222222223,"Two con artists try to swindle a stamp collector by selling him a sheet of counterfeit rare stamps (the ""nine queens"").",Alfonso Cuarón,,,,,,
Kagemusha,0.5925925925925917,0.26315789473684204,0.24015748031496062,0.009698996655518396,PG,0.7777777777777777,A petty thief with an utter resemblance to a samurai warlord is hired as the lord's double. When the warlord later dies the thief is forced to take up arms in his place.,John Landis,,,,,,
Battleship Potemkin,0.08333333333333215,0.26315789473684204,0.033464566929133854,0.017725752508361205,PG,0.9583333333333333,"In the midst of the Russian Revolution of 1905, the crew of the battleship Potemkin mutiny against the brutal, tyrannical regime of the vessel's officers. The resulting street demonstration in Odessa brings on a police massacre.",Stephen Chbosky,,,,,,
Dont Look Back,0.47222222222222143,0.26315789473684204,0.07480314960629922,0.0,15,0.7777777777777777,"Documentary covering Bob Dylan's 1965 tour of England, which includes appearances by Joan Baez and Donovan.",Martin McDonagh,,,,,,
The Thin Man,0.1666666666666643,0.26315789473684204,0.06496062992125984,0.00802675585284281,PG,0.8055555555555556,"Former detective Nick Charles and his wealthy wife Nora investigate a murder case, mostly for the fun of it.",Steven Spielberg,,,,,,
Sullivan's Travels,0.23148148148148096,0.26315789473684204,0.06299212598425197,0.006354515050167224,PG,0.8472222222222221,Hollywood director John L. Sullivan sets out to experience life as a homeless person in order to gain relevant life experience for his next movie.,Neill Blomkamp,,,,,,
The Alpinist,0.9722222222222214,0.26315789473684204,0.06692913385826774,0.002006688963210702,12A,0.5416666666666666,"Marc-André Leclerc climbs alone, far from the limelight. The free-spirited 23-year-old makes some of the boldest solo ascents in history. With no cameras and no margin for error, Leclerc's approach is the essence of solo adventure.",Jean-Marc Vallée,,,,,,
Touching the Void,0.8055555555555536,0.26315789473684204,0.09448818897637795,0.009698996655518396,15,0.75,The true story of two climbers and their perilous journey up the west face of Siula Grande in the Peruvian Andes in 1985.,Bryan Singer,,,,,,
Flee,0.9722222222222214,0.26315789473684204,0.0610236220472441,0.0033444816053511705,15,0.875,"A man look back over his life as he grapples with a painful secret he has keep hidden for 20 years, one that threatens to derail the life he has built for himself and his soon to be husband.",Rob Reiner,,,,,,
Lift to the Scaffold,0.3888888888888893,0.26315789473684204,0.06496062992125984,0.006688963210702342,PG,0.9166666666666667,"A self-assured businessman murders his employer, the husband of his mistress, which unintentionally provokes an ill-fated chain of events.",Wes Anderson,,,,,,
Miracle on 34th Street,0.28703703703703454,0.26315789473684204,0.07480314960629922,0.016053511705685617,U,0.8333333333333333,"After a divorced New York mother hires a nice old man to play Santa Claus at Macy's, she is startled by his claim to be the genuine article. When his sanity is questioned, a lawyer defends him in court by arguing that he's not mistaken.",Spike Lee,,,,,,
"Now, Voyager",0.24074074074074048,0.26315789473684204,0.11614173228346458,0.0033444816053511705,PG,0.5833333333333334,"A frumpy spinster blossoms under therapy and becomes an elegant, independent woman.",Noah Baumbach,,,,,,
The Greatest Night in Pop,1.0,0.26315789473684204,0.07480314960629922,0.0016722408026755855,12A,0.5694444444444444,"On January 28th 1985, dozens of the era's most popular musicians gathered in Los Angeles to record a charity single for African famine relief. Setting egos aside, they collaborated on a song that would make history.",Ang Lee,,,,,,
"4 Months, 3 Weeks and 2 Days",0.8425925925925917,0.26315789473684204,0.10826771653543307,0.01806020066889632,15,0.9583333333333333,A woman assists her friend in arranging an illegal abortion in 1980s Romania.,"John Lasseter, Ash Brannon, Lee Unkrich",,,,,,
The Red Circle,0.5,0.26315789473684204,0.1614173228346457,0.006688963210702342,PG,0.8888888888888888,"After leaving prison, master thief Corey crosses paths with a notorious escapee and an alcoholic former policeman. The trio proceed to plot an elaborate heist.",Ang Lee,,,,,,
No Man's Land,0.7870370370370345,0.26315789473684204,0.07874015748031496,0.013377926421404682,15,0.7777777777777777,"Bosnia and Herzegovina during 1993 at the time of the heaviest fighting between the two warring sides. Two soldiers from opposing sides in the conflict, Nino and Ciki, become trapped in no man's land, whilst a third soldier becomes a living booby trap.",Brian De Palma,,,,,,
La Belle et la Bête,0.27777777777777857,0.26315789473684204,0.07480314960629922,0.006354515050167224,PG,0.8888888888888888,"A beautiful young woman takes her father's place as the prisoner of a mysterious beast, who wishes to marry her.",Cecil B. DeMille,,,,,,
About Elly,0.8611111111111107,0.26315789473684204,0.12007874015748032,0.016387959866220735,12A,0.8194444444444444,The mysterious disappearance of a kindergarten teacher during a picnic in the north of Iran is followed by a series of misadventures for her fellow travelers.,Tim Burton,,,,,,
The Return,0.8055555555555536,0.26315789473684204,0.10236220472440946,0.01270903010033445,12,0.75,"In the Russian wilderness, two brothers face a range of new, conflicting emotions when their father - a man they know only through a single photograph - resurfaces.",Morton DaCosta,,,,,,
Opening Night,0.5648148148148131,0.26315789473684204,0.16929133858267717,0.0010033444816053513,AA,0.5694444444444444,A renowned actress teeters on the edge of a breakdown as she counts down the days toward a big Broadway opening.,Woody Allen,,,,,,
Icarus,0.9351851851851833,0.26315789473684204,0.1220472440944882,0.015384615384615387,15,0.5555555555555556,"When Bryan sets out to uncover the truth about doping in sports, a chance meeting with a Russian scientist transforms his story from a personal experiment into a geopolitical thriller.",Hal Ashby,,,,,,
My Man Godfrey,0.18518518518518334,0.26315789473684204,0.07086614173228348,0.005685618729096991,A,0.75,A scatterbrained socialite hires a vagrant as a family butler - but there's more to Godfrey than meets the eye.,"Stanley Kubrick, Anthony Mann",,,,,,
Gully Boy,0.9537037037037024,0.26315789473684204,0.18897637795275593,0.011705685618729098,12A,0.5138888888888888,A coming-of-age story based on the lives of street rappers in Mumbai.,Sergio Leone,,,,,,
The Stoning of Soraya M.,0.8518518518518512,0.26315789473684204,0.11417322834645668,0.004013377926421405,18,0.3055555555555556,"A story told by Zahra to a French journalist of her niece Soraya Manutchehri, a 35-year-old married woman, who received capital punishment and stoned to death because of false accusations in the remote village of Kuhpayeh, Iran, in 1986.",Taylor Hackford,,,,,,
Exit Through the Gift Shop,0.8703703703703702,0.26315789473684204,0.057086614173228356,0.020066889632107024,15,0.7916666666666667,"Following the style of some of the world's most prolific street artists, an amateur filmmaker makes a foray into the art world.",David Lean,,,,,,
Eternity and a Day,0.7592592592592595,0.26315789473684204,0.15551181102362208,0.0016722408026755855,PG,0.7222222222222223,"Famous writer Alexander is very ill and has little time left to live. He meets a little boy on the street, who is an illegal immigrant from Albania, and goes on a journey with him to take the boy home.",Henry Selick,,,,,,
Kal Ho Naa Ho,0.8055555555555536,0.26315789473684204,0.25196850393700787,0.02274247491638796,12A,0.36111111111111116,"Naina, an introverted, perpetually depressed girl's life changes when she meets Aman. But Aman has a secret of his own which changes their lives forever. Embroiled in all this is Rohit, Naina's best friend who conceals his love for her.",John Carney,,,,,,
Still Walking,0.8518518518518512,0.26315789473684204,0.11220472440944881,0.0033444816053511705,U,0.8472222222222221,A family gathers together for a commemorative ritual whose nature only gradually becomes clear.,Lars von Trier,,,,,,
