Title,Year,Rating,Length (mins),Rating Amount,Group,Metascore,Short Description,Directors,Star 1,Star 2,Star 3,Genre 1,Genre 2,Genre 3
Breaker Morant,0.5925925925925917,0.210526315789473,0.09645669291338582,0.0016722408026755855,PG,0.6111111111111112,Three Australian lieutenants are court martialed for executing prisoners as a way of deflecting attention from war crimes committed by their superior officers.,S.S. Rajamouli,,,,,,
Bride of Frankenstein,0.17592592592592382,0.210526315789473,0.033464566929133854,0.01505016722408027,PG,0.9305555555555556,"Mary Shelley reveals the main characters of her novel survived: Baron Henry Frankenstein, goaded by an even madder scientist, builds his monster a mate.","Don Hall, Chris Williams",,,,,,
To Have and Have Not,0.2592592592592595,0.210526315789473,0.0826771653543307,0.009698996655518396,Approved,0.8611111111111112,"During World War II, an American expatriate helps transport a French Resistance leader and his wife to Martinique while romancing a lounge singer.",Richard Schenkman,,,,,,
American Movie,0.768518518518519,0.210526315789473,0.09645669291338582,0.0033444816053511705,15,0.7777777777777777,Documentary about an aspiring filmmaker's attempts to finance his dream project by finally completing the low-budget horror film he abandoned years before.,Robert Zemeckis,,,,,,
The Lunchbox,0.8981481481481488,0.210526315789473,0.09055118110236221,0.017725752508361205,PG,0.6666666666666667,A mistaken delivery in Mumbai's famously efficient lunchbox delivery system connects a young housewife to an older man in the dusk of his life as they build a fantasy world together through notes in the lunchbox.,Lukas Dhont,,,,,,
Bringing Up Baby,0.2037037037037024,0.210526315789473,0.08661417322834647,0.01939799331103679,Approved,0.875,"While trying to secure a $1 million donation for his museum, a befuddled paleontologist is pursued by a flighty and often irritating heiress and her pet leopard, Baby.",Andrew Davis,,,,,,
Land of Mine,0.9166666666666643,0.210526315789473,0.0826771653543307,0.012374581939799333,15,0.6527777777777777,"In post-World War II Denmark, a group of young German POWs are forced to clear a beach of thousands of land mines under the watch of a Danish Sergeant who slowly learns to appreciate their plight.",Joss Whedon,,,,,,
Tokyo Godfathers,0.8055555555555536,0.210526315789473,0.05905511811023623,0.013377926421404682,12,0.6527777777777777,"On Christmas Eve, three homeless people living on the streets of Tokyo discover a newborn baby among the trash and set out to find its parents.",Hirokazu Koreeda,,,,,,
Veer Zaara,0.8148148148148131,0.210526315789473,0.2637795275590551,0.016387959866220735,PG,0.5416666666666666,"An Indian Air Force pilot rescues a Pakistani girl stranded in India. Years later, a lawyer seeks to unravel the truth behind the pilot's mysterious imprisonment in Pakistan for over two decades, during which he remained silent.",Ridley Scott,,,,,,
"Like Father, Like Son",0.8981481481481488,0.210526315789473,0.12401574803149606,0.006354515050167224,PG,0.625,"Ryota is a successful workaholic businessman. When he learns that his biological son was switched with another boy after birth, he faces the difficult decision to choose his true son or the boy he and his wife have raised as their own.",John Schlesinger,,,,,,
The Train,0.44444444444444287,0.210526315789473,0.14763779527559054,0.0033444816053511705,PG,0.7222222222222223,"In 1944, a German colonel loads a train with French art treasures to send to Germany. The Resistance must stop it without damaging the cargo.",John Singleton,,,,,,
The Children's Hour,0.4166666666666643,0.210526315789473,0.09842519685039372,0.003010033444816054,X,0.29166666666666663,A rebellious student at a girls' school accuses two teachers of lesbianism.,Terry Gilliam,,,,,,
Cléo from 5 to 7,0.4259259259259238,0.210526315789473,0.06299212598425197,0.006354515050167224,PG,0.8194444444444444,"Cleo, a singer and hypochondriac, becomes increasingly worried that she might have cancer while awaiting test results from her doctor.",Wes Anderson,,,,,,
"I, Daniel Blake",0.9259259259259238,0.210526315789473,0.0826771653543307,0.018729096989966554,15,0.6944444444444444,"After surviving a heart-attack, a 59-year-old carpenter must fight bureaucratic forces to receive Employment and Support Allowance.",Dean DeBlois,,,,,,
Oliver Twist,0.29629629629629406,0.210526315789473,0.11417322834645668,0.0013377926421404688,U,0.7777777777777777,"In Charles Dickens' classic tale, an orphan wends his way from cruel apprenticeship to den of thieves in search of a true home.",Duncan Jones,,,,,,
Great Expectations,0.27777777777777857,0.210526315789473,0.11811023622047245,0.005685618729096991,PG,0.8611111111111112,"A humble orphan boy in 1810s Kent is given the opportunity to go to London and become a gentleman, with the help of an unknown benefactor.",F. Gary Gray,,,,,,
The Chorus,0.8148148148148131,0.210526315789473,0.07677165354330709,0.019732441471571906,12A,0.38888888888888884,"Pierre, a successful orchestra conductor, returns home when his mother dies. He stumbles upon an old diary and recollects the childhood school memories and his music teacher Clement Mathieu.",Tomas Alfredson,,,,,,
Babette's Feast,0.6574074074074083,0.210526315789473,0.08858267716535434,0.004347826086956523,U,0.6944444444444444,"During the late 19th century, a strict religious community in a Danish village takes in a French refugee from the Franco-Prussian War as a servant to the late pastor's daughters.",Bob Fosse,,,,,,
Becket,0.44444444444444287,0.210526315789473,0.17716535433070865,0.002006688963210702,PG,0.5555555555555556,"King Henry II of England comes to terms with his affection for his close friend and confidant Thomas Becket, who finds his true honor by observing God's divine will rather than the King's.",David O. Russell,,,,,,
Johnny Got His Gun,0.5092592592592595,0.210526315789473,0.10433070866141733,0.003010033444816054,X,0.5972222222222222,"During World War I, a patriotic young American is rendered blind, deaf, limbless, and mute by a horrific artillery shell attack. Trapped in what's left of his body, he desperately looks for a way to end his life.",Michael Mann,,,,,,
Birdman of Alcatraz,0.4259259259259238,0.210526315789473,0.17519685039370078,0.0033444816053511705,PG,0.6666666666666667,A surly convicted murderer held in permanent isolation redeems himself when he becomes a renowned bird expert.,Paul Greengrass,,,,,,
My Life as a Courgette,0.9259259259259238,0.210526315789473,0.015748031496062992,0.007023411371237459,PG,0.7916666666666667,"After losing his mother, a young boy is sent to an orphanage with other orphans his age where he begins to learn the meaning of trust and true love.",Hayao Miyazaki,,,,,,
Millennium Actress,0.7870370370370345,0.210526315789473,0.057086614173228356,0.00802675585284281,PG,0.5833333333333334,A TV interviewer and his cameraman meet a former actress and travel through her memories and career.,Jithu Madhavan,,,,,,
Amy,0.9166666666666643,0.210526315789473,0.1377952755905512,0.0157190635451505,15,0.7916666666666667,Archival footage and personal testimonials present an intimate portrait of the life and career of British singer/songwriter Amy Winehouse.,Martin Ritt,,,,,,
The Second Mother,0.9166666666666643,0.210526315789473,0.1062992125984252,0.0026755852842809363,15,0.75,"When the estranged daughter of a hard-working live-in housekeeper suddenly appears, the unspoken class barriers that exist within the home are thrown into disarray.",George A. Romero,,,,,,
Eat Drink Man Woman,0.7222222222222214,0.210526315789473,0.1299212598425197,0.00468227424749164,PG,0.7222222222222223,A senior chef lives with his three grown daughters; the middle one finds her future plans affected by unexpected events and the life changes of the other household members.,John Ford,,,,,,
The Muppet Christmas Carol,0.7037037037037024,0.210526315789473,0.053149606299212615,0.022073578595317726,U,0.5,"The Muppets put their spin on the tale of an elder, Christmas-hating miser who is visited by spirits who foretell his future and share secrets from his past and present, which helps change his view on life.",Robert Benton,,,,,,
The Servant,0.43518518518518334,0.210526315789473,0.11417322834645668,0.0016722408026755855,12,0.9166666666666667,"Upper-class Tony hires servant Hugo Barrett, who turns out to have a hidden agenda.",Jacques Audiard,,,,,,
Days of Wine and Roses,0.4259259259259238,0.210526315789473,0.11614173228346458,0.0013377926421404688,PG,0.6388888888888888,"An alcoholic marries a young woman and systematically addicts her to booze so that they can share his ""passion"" together.",Clint Eastwood,,,,,,
Embrace of the Serpent,0.9166666666666643,0.210526315789473,0.13188976377952757,0.005016722408026756,12A,0.75,"The story of the relationship between Karamakate, an Amazonian shaman and last survivor of his people, and two scientists who work together over the course of forty years to search the Amazon for a sacred healing plant.",Ron Howard,,,,,,
Seven Days in May,0.44444444444444287,0.210526315789473,0.11811023622047245,0.0026755852842809363,PG,0.625,United States military leaders plot to overthrow the President because he supports a nuclear disarmament treaty and they fear a Soviet sneak attack.,Stanley Donen,,,,,,
Crimes and Misdemeanors,0.6759259259259238,0.210526315789473,0.09055118110236221,0.017391304347826087,15,0.6805555555555556,An ophthalmologist's mistress threatens to reveal their affair to his wife while a married documentary filmmaker is infatuated with another woman.,Giuseppe Tornatore,,,,,,
The Postman,0.7222222222222214,0.210526315789473,0.09842519685039372,0.010033444816053512,U,0.7361111111111112,"A simple Italian postman learns to love poetry while delivering mail to a famous poet, and then uses this to woo local beauty Beatrice.",James Ivory,,,,,,
"One, Two, Three",0.4166666666666643,0.210526315789473,0.09842519685039372,0.00468227424749164,U,0.625,"In West Berlin during the Cold War, a Coca-Cola executive is given the task of taking care of his boss' socialite daughter.",Vincente Minnelli,,,,,,
Ernest & Celestine,0.8888888888888893,0.210526315789473,0.043307086614173235,0.004347826086956523,U,0.8055555555555556,"The story of an unlikely friendship between a bear, Ernest, and a young mouse named Celestine.",Taika Waititi,,,,,,
Gimme Shelter,0.5,0.210526315789473,0.06496062992125984,0.0010033444816053513,15,0.7916666666666667,"When three hundred thousand members of the Love Generation collided with a few dozen Hells Angels at San Francisco's Altamont Speedway, the bloody slash that transformed a decade's dreams into disillusionment was immortalized on this film.",Lukas Moodysson,,,,,,
"Food, Inc.",0.8518518518518512,0.210526315789473,0.07086614173228348,0.014381270903010035,PG,0.7222222222222223,An unflattering look inside America's corporate controlled food industry.,Douglas Sirk,,,,,,
Alice in the Cities,0.5370370370370345,0.210526315789473,0.10826771653543307,0.0013377926421404688,PG,0.6944444444444444,A German journalist is saddled with a nine-year-old girl after encountering her mother at a New York airport.,Bob Fosse,,,,,,
Jiro Dreams of Sushi,0.8796296296296298,0.210526315789473,0.045275590551181105,0.009698996655518396,U,0.6805555555555556,"A documentary on 85-year-old sushi master Jiro Ono, his renowned Tokyo restaurant, and his relationship with his son and eventual heir, Yoshikazu.",Roland Joffé,,,,,,
I Vitelloni,0.34259259259259167,0.210526315789473,0.10039370078740159,0.004013377926421405,PG,0.8194444444444444,A character study of five young men at crucial turning points in their lives in a small town in Italy.,John Ford,,,,,,
C.R.A.Z.Y.,0.8240740740740726,0.210526315789473,0.13976377952755906,0.008361204013377928,15,0.7361111111111112,"Zachary is confused about his sexuality and is in conflict with his Catholic upbringing which alienates his parents. Forcing himself to like girls, Zachary also has to cope with his older brothers, who don't make his life any easier.",Lars von Trier,,,,,,
System Crasher,0.9537037037037024,0.210526315789473,0.13188976377952757,0.002006688963210702,15,0.8472222222222221,"9-year-old Benni is a toss-up between institutions that cannot tackle her outbursts. She wants to move in with her mother, but she can not handle her wild daughter. After Micha is hired Benni slowly opens up and attaches herself to him.","Shin'ichirô Watanabe, Tensai Okamura, Hiroyuki Okiura",,,,,,
In This Corner (and Other Corners) of the World,0.9259259259259238,0.210526315789473,0.13976377952755906,0.0010033444816053513,PG,0.625,A spirited 18-year-old woman is married off to a man she barely knows as she combats the daily struggles of living in Hiroshima during World War II.,Frank Capra,,,,,,
Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,0.8055555555555536,0.210526315789473,0.019685039370078733,0.0023411371237458197,PG,0.3472222222222222,Four talented alien musicians are kidnapped by a record producer who disguises them as humans and has them reprogrammed to forget their real identities and play soulless corporate pop as The Crescendolls.,Stanley Kramer,,,,,,
The Hill,0.4537037037037024,0.210526315789473,0.1279527559055118,0.002006688963210702,X,0.7361111111111112,"In a North African military prison during World War II, five new prisoners struggle to survive in the face of brutal punishment and sadistic guards.",Rahul Sadasivan,,,,,,
Take Care of Maya,0.9907407407407405,0.210526315789473,0.08858267716535434,0.0003344481605351171,12,0.5,"As a medical team tries to understand 10-year-old Maya Kowalski's rare illness, they begin to question her parents. Suddenly, Maya is in state custody, and her family is desperate to bring their daughter home.",Luis Buñuel,,,,,,
Poetry,0.8703703703703702,0.210526315789473,0.15944881889763782,0.0013377926421404688,12A,0.8194444444444444,"A sixty-something woman, faced with the discovery of a heinous family crime and in the early stages of Alzheimer's disease, finds strength and purpose when she enrolls in a poetry class.",Clint Eastwood,,,,,,
Oasis,0.7962962962962941,0.210526315789473,0.14763779527559054,0.0003344481605351171,15,0.7083333333333333,An irresponsible and childish ex-con befriends a girl with cerebral palsy and develops a progressively stronger bond with her.,Werner Herzog,,,,,,
My Best Fiend,0.768518518518519,0.210526315789473,0.07283464566929135,0.0010033444816053513,Not Rated,0.5833333333333334,"The love-hate relationship between Werner Herzog and Klaus Kinski, the deep trust between the director and the actor, and their independently and simultaneously hatched plans to murder one another.",George Cukor,,,,,,
My Hero Academia: Heroes Rising,0.9537037037037024,0.210526315789473,0.09055118110236221,0.0003344481605351171,12A,0.5833333333333334,"A group of youths aspiring to become professional superheroes, fight in a world full of people with abilities, also known as quirks. Deku and his fellow classmates from Hero Academy face Nine, the strongest villain yet.",Woody Allen,,,,,,
Good Morning,0.3981481481481488,0.210526315789473,0.07086614173228348,0.0006688963210702346,U,0.8194444444444444,Two boys begin a silence strike to press their parents into buying them a television set.,"Kevin Altieri, Boyd Kirkland, Frank Paur",,,,,,
The Death of Mr. Lazarescu,0.8240740740740726,0.210526315789473,0.18700787401574806,0.002006688963210702,15,0.8194444444444444,"Mr. Lãzãrescu, a dying old man, is shuttled from hospital to hospital by a loyal paramedic as doctors refuse to operate and no one can agree on a diagnosis.",Sydney Pollack,,,,,,
"Faces, Places",0.9351851851851833,0.210526315789473,0.07086614173228348,0.0013377926421404688,12A,0.9166666666666667,Director Agnes Varda and photographer/muralist J.R. journey through rural France and form an unlikely friendship.,Howard Hawks,,,,,,
The Beatles: Eight Days a Week - The Touring Years,0.9259259259259238,0.210526315789473,0.09448818897637795,0.0013377926421404688,12A,0.6111111111111112,"A compilation of found footage featuring music, interviews, and stories of The Beatles' 250 concerts from 1963 to 1966.",Aditya Suhas Jambhale,,,,,,
El hijo de la novia,0.7870370370370345,0.210526315789473,0.1279527559055118,0.0023411371237458197,15,0.5555555555555556,"A dissatisfied 40-year-old, separated and without time for his own daughter and girlfriend must rethink his life when his father decides to marry his mother, who suffers from Alzheimer's disease, by church.",Martin Zandvliet,,,,,,
Kai po che!,0.8981481481481488,0.210526315789473,0.14173228346456693,0.009698996655518396,12A,0.16666666666666674,Three friends growing up in India at the turn of the millennium set out to open a training academy to produce the country's next cricket stars.,"Shôgo Furuya, Satoshi Kon",,,,,,
Sound City,0.8981481481481488,0.210526315789473,0.09645669291338582,0.0013377926421404688,15,0.6666666666666667,"A documentary on the fabled recording studio that was located in Van Nuys, California.",Yash Chopra,,,,,,
Supersonic,0.9259259259259238,0.210526315789473,0.12598425196850394,0.0010033444816053513,15,0.5972222222222222,Oasis's breakthrough years documented into a detailed depiction of the infamous brothers from Manchester forming the band in the early '90s leading up to the legendary performance at Knebworth.,John Frankenheimer,,,,,,
The Dissident,0.9629629629629619,0.210526315789473,0.12007874015748032,0.007023411371237459,PG-13,0.7361111111111112,"When Washington Post journalist Jamal Khashoggi disappears in Istanbul, his fiancée and dissidents around the world piece together the clues to a murder and expose a global cover up.",Agnès Varda,,,,,,
Mother India,0.37962962962962976,0.210526315789473,0.22440944881889766,0.0,U,0.3472222222222222,"In this melodrama, a poverty-stricken woman raises her sons through many trials and tribulations. But no matter the struggles, she always sticks to her own moral code.",Christophe Barratier,,,,,,
Life Itself,0.9074074074074083,0.210526315789473,0.12401574803149606,0.002006688963210702,15,0.8194444444444444,"The life and career of the renowned film critic and social commentator, Roger Ebert.",Gabriel Axel,,,,,,
Anora,1.0,0.15789473684210487,0.15944881889763782,0.0274247491638796,18,0.875,"A young escort from Brooklyn meets and impulsively marries the son of a Russian oligarch. Once the news reaches Russia, her fairy tale is threatened as his parents set out for New York to get the marriage annulled.",John Frankenheimer,,,,,,
The Goonies,0.6388888888888893,0.15789473684210487,0.11023622047244094,0.10033444816053512,12A,0.4722222222222222,A group of young misfits called The Goonies discover an ancient map and set out on an adventure to find a legendary pirate's long-lost treasure.,Claude Barras,,,,,,
Sing Sing,0.9907407407407405,0.15789473684210487,0.09645669291338582,0.0006688963210702346,15,0.7638888888888888,"Divine G, imprisoned at Sing Sing for a crime he didn't commit, finds purpose by acting in a theatre group alongside other incarcerated men in this story of resilience, humanity, and the transformative power of art.",William Dieterle,,,,,,
Blue Velvet,0.6481481481481488,0.15789473684210487,0.1220472440944882,0.07290969899665552,18,0.6527777777777777,"The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child.","Satoshi Kon, Kô Matsuo",,,,,,
Harry Potter and the Philosopher's Stone,0.7870370370370345,0.15789473684210487,0.1850393700787402,0.2959866220735786,PG,0.5138888888888888,"An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world.",Asif Kapadia,,,,,,
Mission: Impossible - Dead Reckoning Part One,0.9907407407407405,0.15789473684210487,0.20669291338582677,0.08929765886287626,12A,0.7361111111111112,Ethan Hunt and his IMF team must track down a dangerous weapon before it falls into the wrong hands.,"Melvin Frank, Norman Panama",,,,,,
Kingsman: The Secret Service,0.9074074074074083,0.15789473684210487,0.13976377952755906,0.24581939799331104,15,0.4444444444444444,"A spy organisation recruits a promising street kid into the agency's training program, while a global threat emerges from a twisted tech genius.",Anna Muylaert,,,,,,
Sense and Sensibility,0.731481481481481,0.15789473684210487,0.15354330708661415,0.04013377926421405,U,0.7777777777777777,"Rich Mr. Dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. The older two daughters are the title opposites.",Imtiaz Ali,,,,,,
Sicario,0.9166666666666643,0.15789473684210487,0.12401574803149606,0.16387959866220736,15,0.75,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,Ang Lee,,,,,,
Wind River,0.9351851851851833,0.15789473684210487,0.09645669291338582,0.09464882943143813,15,0.625,"A wildlife officer, who is haunted by a tragedy that happened because of him, teams up with an FBI agent in solving a murder of a young woman on a Wyoming Native American reservation and hopes to get redemption from his past regrets.",Brian Henson,,,,,,
Harry Potter and the Goblet of Fire,0.8240740740740726,0.15789473684210487,0.19488188976377954,0.23411371237458195,12A,0.7361111111111112,"Harry Potter finds himself competing in a hazardous tournament between rival schools of magic, but he is distracted by recurring nightmares.",Ernst Lubitsch,,,,,,
Blue Is the Warmest Colour,0.8981481481481488,0.15789473684210487,0.24015748031496062,0.05250836120401338,18,0.8611111111111112,"Adèle's life is changed when she meets Emma, a young woman with blue hair, who will allow her to discover desire and to assert herself as a woman and as an adult. In front of others, Adèle grows, seeks herself, loses herself, and ultimately finds herself through love and loss.",Jean-Luc Godard,,,,,,
Airplane!,0.5925925925925917,0.15789473684210487,0.05905511811023623,0.08729096989966556,PG,0.6944444444444444,"After the crew becomes sick with food poisoning, a neurotic ex-fighter pilot must safely land a commercial airplane full of passengers.",Sanjay Leela Bhansali,,,,,,
The Count of Monte Cristo,0.7962962962962941,0.15789473684210487,0.1437007874015748,0.04782608695652174,PG,0.45833333333333337,"A young man, falsely imprisoned by his jealous ""friend"", escapes and uses a hidden treasure to exact his revenge.",Joseph Losey,,,,,,
The Hangover,0.8611111111111107,0.15789473684210487,0.0826771653543307,0.28963210702341136,18,0.625,Three buddies wake up from a bachelor party in Las Vegas with no memory of the previous night and the bachelor missing. They must make their way around the city in order to find their friend in time for his wedding.,Blake Edwards,,,,,,
Y tu mamá también,0.7870370370370345,0.15789473684210487,0.09448818897637795,0.041137123745819404,18,0.8472222222222221,"In Mexico, two teenage boys and an older woman embark on a road trip and learn a thing or two about life and each other.",Ciro Guerra,,,,,,
Zodiac,0.8425925925925917,0.15789473684210487,0.19488188976377954,0.20668896321070235,15,0.7083333333333333,"Between 1968 and 1983, a San Francisco cartoonist becomes an amateur detective obsessed with tracking down the Zodiac Killer, an unidentified individual who terrorizes Northern California with a killing spree.","Rajesh Bhatia, Laxman Utekar",,,,,,
Home Alone,0.6851851851851833,0.15789473684210487,0.08858267716535434,0.2274247491638796,PG,0.48611111111111116,"An eight-year-old troublemaker, mistakenly left home alone, must defend his home against a pair of burglars on Christmas Eve.",John Frankenheimer,,,,,,
Captain America: The Winter Soldier,0.9074074074074083,0.15789473684210487,0.15354330708661415,0.3060200668896321,12A,0.5833333333333334,"As Steve Rogers struggles to embrace his role in the modern world, he teams up with a fellow Avenger and S.H.I.E.L.D agent, Black Widow, to battle a new threat from history: an assassin known as the Winter Soldier.",Woody Allen,,,,,,
Black Hawk Down,0.7870370370370345,0.15789473684210487,0.16929133858267717,0.14214046822742477,15,0.6388888888888888,"The story of 160 elite U.S. soldiers who dropped into Mogadishu in October 1993 to capture two top lieutenants of a renegade warlord, but found themselves in a desperate battle with a large force of heavily armed Somalis.","Michael Radford, Massimo Troisi",,,,,,
Silver Linings Playbook,0.8888888888888893,0.15789473684210487,0.12598425196850394,0.24949832775919734,15,0.7361111111111112,"After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own.",Kabir Khan,,,,,,
The Boy in the Striped Pyjamas,0.8518518518518512,0.15789473684210487,0.07086614173228348,0.08327759197324415,12A,0.375,"Through the innocent eyes of Bruno, the eight-year-old son of the commandant at a German concentration camp, a forbidden friendship with a Jewish boy on the other side of the camp fence has startling and unexpected consequences.",Billy Wilder,,,,,,
Taken,0.8518518518518512,0.15789473684210487,0.06299212598425197,0.21438127090301004,PG-13,0.3194444444444444,"A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris.","Stéphane Aubier, Vincent Patar, Benjamin Renner",,,,,,
Ex Machina,0.9074074074074083,0.15789473684210487,0.09842519685039372,0.20133779264214047,15,0.6944444444444444,A young programmer is selected to participate in a ground-breaking experiment in synthetic intelligence by evaluating the human qualities of a highly advanced humanoid A.I.,"Albert Maysles, David Maysles, Charlotte Zwerin",,,,,,
Godzilla Minus One,0.9907407407407405,0.15789473684210487,0.1299212598425197,0.051839464882943144,12A,0.7361111111111112,"Post-war Japan is at its lowest point when a new crisis emerges in the form of a giant monster, baptized in the horrific power of the atomic bomb.",Akira Kurosawa,,,,,,
500 Days of Summer,0.8611111111111107,0.15789473684210487,0.07283464566929135,0.1916387959866221,12A,0.6666666666666667,"After being dumped by the girl he believes to be his soulmate, hopeless romantic Tom Hansen reflects on their relationship to try and figure out where things went wrong and how he can win her back.",Thomas Jahn,,,,,,
Ocean's Eleven,0.7870370370370345,0.15789473684210487,0.11417322834645668,0.21036789297658864,12,0.6388888888888888,"Danny Ocean, a gangster, rounds up a gang of associates to stage a sophisticated and elaborate casino heist which involves robbing three Las Vegas casinos simultaneously during a popular boxing event.",Imtiaz Ali,,,,,,
Tangled,0.8703703703703702,0.15789473684210487,0.0826771653543307,0.168561872909699,PG,0.5972222222222222,"The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.",Robert Kenner,,,,,,
Mission: Impossible - Fallout,0.9444444444444429,0.15789473684210487,0.17519685039370078,0.1274247491638796,12A,0.8194444444444444,"A group of terrorists plans to detonate three plutonium cores for a simultaneous nuclear attack on different cities. Ethan Hunt, along with his IMF team, sets out to stop the carnage.",Saeed Roustayi,,,,,,
Brokeback Mountain,0.8240740740740726,0.15789473684210487,0.1496062992125984,0.1294314381270903,15,0.8194444444444444,"Two shepherds fall for each other, but their relationship becomes complicated when they both get married to their respective girlfriends.",Louie Psihoyos,,,,,,
Mulan,0.7592592592592595,0.15789473684210487,0.057086614173228356,0.10635451505016723,U,0.6111111111111112,"To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process.",Wim Wenders,,,,,,
The Banshees of Inisherin,0.981481481481481,0.15789473684210487,0.11023622047244094,0.08795986622073579,15,0.8194444444444444,"Two lifelong friends find themselves at an impasse when one abruptly ends their relationship, with alarming consequences for both of them.",Toshiyuki Kubooka,,,,,,
Lost in Translation,0.8055555555555536,0.15789473684210487,0.08661417322834647,0.16622073578595317,15,0.875,A fading movie star falls for a lonely young woman in Tokyo.,David Gelb,,,,,,
The Game,0.75,0.15789473684210487,0.13976377952755906,0.1464882943143813,15,0.48611111111111116,"After a wealthy San Francisco banker is given an opportunity to participate in a mysterious game, his life is turned upside down as he begins to question if it might really be a concealed conspiracy to destroy him.",Federico Fellini,,,,,,
When Harry Met Sally,0.6759259259259238,0.15789473684210487,0.07283464566929135,0.08127090301003345,15,0.6666666666666667,"Harry and Sally have known each other for years, and are very good friends, but they fear sex would ruin the friendship.",Jean-Marc Vallée,,,,,,
A Few Good Men,0.7037037037037024,0.15789473684210487,0.15748031496062995,0.09665551839464884,15,0.4722222222222222,A military lawyer is tasked with defending two US Marines charged with murdering a fellow Marine and intends to prove they were only following their base commander's orders.,Éric Rohmer,,,,,,
Harry Potter and the Deathly Hallows: Part 1,0.8703703703703702,0.15789473684210487,0.1732283464566929,0.2053511705685619,12A,0.5138888888888888,"Harry Potter is tasked with the dangerous and seemingly impossible task of locating and destroying Voldemort's remaining Horcruxes. Harry must rely on Ron and Hermione more than ever, but dark forces threaten to tear them apart.",Nora Fingscheidt,,,,,,
Bonnie and Clyde,0.47222222222222143,0.15789473684210487,0.10433070866141733,0.03812709030100335,X,0.8055555555555556,"Bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.",Sunao Katabuchi,,,,,,
Primal Fear,0.7407407407407405,0.15789473684210487,0.13976377952755906,0.0822742474916388,18,0.26388888888888895,"The murder of a high and mighty archbishop leads to the involvement of Martin Vail, Chicago's best attorney. As he studies the suspects, he becomes convinced of certain aspects, but there's more to the story than meets the eye.","Daisuke Nishio, Hirotoshi Rissen, Kazuhisa Takenouchi",,,,,,
Who Framed Roger Rabbit,0.6666666666666643,0.15789473684210487,0.09055118110236221,0.07157190635451506,PG,0.7638888888888888,"When a cartoon rabbit is accused of murder, he enlists the help of a burnt out private investigator to prove his innocence.",Sidney Lumet,,,,,,
Gattaca,0.75,0.15789473684210487,0.09448818897637795,0.10802675585284281,15,0.5,"Vincent, an ""In-Valid"", assumes the identity of a member of the genetic elite to pursue his goal of traveling into space with the Gattaca Aerospace Corporation. However, a week before his mission, a murder marks Vincent as a suspect.",Henry Roosevelt,,,,,,
Apollo 13,0.731481481481481,0.15789473684210487,0.1614173228346457,0.10501672240802676,PG,0.6944444444444444,NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.,"Kanji Wakabayashi, Hiroshi Hamasaki, Takuya Satô",,,,,,
Crash,0.8148148148148131,0.15789473684210487,0.1062992125984252,0.14849498327759197,15,0.5277777777777778,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.",Nikita Mikhalkov,,,,,,
The Worst Person in the World,0.9722222222222214,0.15789473684210487,0.1377952755905512,0.032775919732441476,15,0.875,"The chronicles of four years in the life of Julie, a young woman who navigates the troubled waters of her love life and struggles to find her career path, leading her to take a realistic look at who she really is.",Jean Cocteau,,,,,,
X-Men: First Class,0.8796296296296298,0.15789473684210487,0.1437007874015748,0.24481605351170568,12A,0.5138888888888888,"In the 1960s, superpowered humans Charles Xavier and Erik Lensherr work together to find others like them, but Erik's vengeful pursuit of an ambitious mutant who ruined his life causes a schism to divide them.",Dileesh Pothan,,,,,,
Blazing Saddles,0.5370370370370345,0.15789473684210487,0.06889763779527561,0.04916387959866221,AA,0.625,"In order to ruin a western town and steal their land, a corrupt politician appoints a black sheriff, who promptly becomes his most formidable adversary.",Saket Chaudhary,,,,,,
Malcolm X,0.7037037037037024,0.15789473684210487,0.2834645669291339,0.03177257525083612,15,0.625,"Biographical epic of the controversial and influential Black Nationalist leader, from his early life and career as a small-time gangster, to his ministry as a member of the Nation of Islam and his eventual assassination.",Aleksey Balabanov,,,,,,
First Blood,0.6111111111111107,0.15789473684210487,0.06889763779527561,0.09230769230769231,15,0.45833333333333337,A veteran Green Beret is forced by a cruel Sheriff and his deputies to flee into the mountains and wage an escalating one-man war against his pursuers.,Basil Joseph,,,,,,
