Index,Title,Year,Rating,Length (mins),Rating Amount,Group,Metascore,Short Description,Directors,Stars,Genres
224.0,The Look of Silence,2014.0,8.3,103.0,14000.0,15,92.0,A family that survived the genocide in Indonesia confronts the men who killed one of their brothers.,Milos Forman,"F. Murray Abraham, Tom Hulce, Elizabeth Berridge","Biography, Drama, Music"
225.0,Sansho the Bailiff,1954.0,8.3,124.0,19000.0,PG,96.0,"In medieval Japan, a compassionate governor is sent into exile. His wife and children try to join him, but are separated, and the children grow up amid suffering and oppression.",Makoto Shinkai,"Ryunosuke Kamiki, Mone Kamishiraishi, Ryo Narita","Animation, Drama, Fantasy"
226.0,Samurai Rebellion,1967.0,8.3,128.0,15000.0,12,90.0,"The mother of a feudal lord's only heir is kidnapped away from her husband by the lord. The husband and his samurai father must decide whether to accept the unjust decision, or risk death to get her back.",Florian Henckel von Donnersmarck,"Ulrich Mühe, Martina Gedeck, Sebastian Koch","Drama, Mystery, Thriller"
227.0,Premam,2015.0,8.3,156.0,25000.0,12A,,A young man has three opportunities to find love. Will the third time be the charm?,Rajkumar Hirani,"Aamir Khan, Madhavan, Mona Singh","Comedy, Drama"
228.0,2018,2023.0,8.3,150.0,14000.0,12A,,A disaster film set during the 2018 Kerala Floods where people from all walks of life faced catastrophic consequences and put in collective efforts to survive the calamity.,Andrew Stanton,"Ben Burtt, Elissa Knight, Jeff Garlin","Animation, Adventure, Family"
229.0,Won't You Be My Neighbor?,2018.0,8.3,95.0,28000.0,12A,85.0,"An exploration of the life, lessons, and legacy of iconic children's television host Fred Rogers.","Lee Unkrich, Adrian Molina","Anthony Gonzalez, Gael García Bernal, Benjamin Bratt","Animation, Adventure, Drama"
230.0,Jana Gana Mana,2022.0,8.3,162.0,19000.0,15,,"As a college professor's brutal murder sparks student unrest, a cop launches an investigation while a lawyer seeks justice in the the courtroom.",Nithilan Saminathan,"Vijay Sethupathi, Anurag Kashyap, Mamta Mohandas","Action, Crime, Drama"
231.0,Bangalore Days,2014.0,8.3,171.0,24000.0,PG,,"A fun roller coaster ride about three young people, Aju, Divya and Kuttan who are cousins, reach Bangalore to dream, discover and explore.",Nadine Labaki,"Zain Al Rafeea, Yordanos Shiferaw, Boluwatife Treasure Bankole",Drama
232.0,Soodhu Kavvum,2013.0,8.3,135.0,12000.0,PG,,"Das, with his team, kidnap Arumai, son of a politician, who has been planning his own kidnapping to extract money from his father. Problems arise, when an insane cop is brought to handle the case.",Billy Wilder,"William Holden, Gloria Swanson, Erich von Stroheim","Drama, Film-Noir"
233.0,Dil Bechara,2020.0,8.3,101.0,136000.0,,,"The emotional journey of two hopelessly-in-love youngsters; a young girl, Kizie, who is suffering from cancer; and Manny, a boy Kizie meets at a support group.",Billy Wilder,"Tyrone Power, Marlene Dietrich, Charles Laughton","Crime, Drama, Mystery"
234.0,Frozen Stiff,2002.0,8.3,90.0,10000.0,,,"Two brothers, Lemi and Kiza, having spent all their money, try to relocate their dead grandfather from Belgrade to Vrsac at the lowest cost, but he goes missing along the way.",Charles Chaplin,"Charles Chaplin, Paulette Goddard, Jack Oakie","Comedy, Drama, War"
235.0,Sairat,2016.0,8.3,174.0,15000.0,Not Rated,,"In interior Maharashtra, a fisherman's son and a local politician's daughter fall in love against the restrictions of caste hierarchy.",Filipe Valerim,"Roberto Mallet, Felipe de Barros, Sergio Barreto",Drama
236.0,Jaane Bhi Do Yaaro,1983.0,8.3,132.0,15000.0,Not Rated,,"Two photographers, who are employed by a magazine editor to expose the scandalous activities of the rich, come across corruption by a builder and accidentally photograph a murder.",Kiran Rao,"Nitanshi Goel, Pratibha Ranta, Sparsh Shrivastava","Comedy, Drama"
237.0,Maheshinte Prathikaaram,2016.0,8.3,120.0,11000.0,PG,,"Mahesh, a studio photographer and studio owner gets into a fight and loses. He ends up taking revenge which leads to certain realizations in his life.",Stanley Kubrick,"Kirk Douglas, Ralph Meeker, Adolphe Menjou","Drama, War"
238.0,Anniyan,2005.0,8.3,181.0,23000.0,15,,"Ramanujam, who suffers from multiple personality disorder, works as a lawyer by day and a vigilante at night, using tips from the 'Garuda Purana' as his tools to punish various antisocial elements.",Akira Kurosawa,"Toshirô Mifune, Yutaka Sada, Tatsuya Nakadai","Crime, Drama, Mystery"
239.0,"Kavkazskaya plennitsa, ili Novye priklyucheniya Shurika",1967.0,8.3,82.0,14000.0,TV-13,,"A young student Shurik comes to a remote mountainous region in search of ancient legends and traditions. Fooled by the corrupt local governor, he helps him to kidnap a beautiful young girl, but soon realizes what he's done.",Ron Fricke,"Balinese Tari Legong Dancers, Ni Made Megahadi Pratiwi, Puti Sri Candra Dewi","Documentary, Music"
240.0,Agent Sai Srinivasa Athreya,2019.0,8.3,148.0,18000.0,Not Rated,,Agent Sai Srinivasa Athreya is an authentic humorous investigative thriller revolving around the adventures of a detective based out of Nellore.,Hiroshi Teshigahara,"Eiji Okada, Kyôko Kishida, Kôji Mitsui","Drama, Thriller"
241.0,Winter on Fire: Ukraine's Fight for Freedom,2015.0,8.3,102.0,21000.0,15,79.0,"A documentary on the unrest in Ukraine during 2013 and 2014, as student demonstrations supporting European integration grew into a violent revolution calling for the resignation of President Viktor F. Yanukovich.",C. Prem Kumar,"Karthi, Arvind Swamy, Devadarshini Chetan","Drama, Family"
242.0,Baashha,1995.0,8.3,145.0,12000.0,15,,"An auto driver, Manikam, desperately tries to hide his dark underworld side to keep his promise to his father.",Lokesh Kanagaraj,"Karthi, Narain, Arjun Das","Action, Crime, Thriller"
243.0,Drishyam,2013.0,8.3,160.0,45000.0,12A,,A man goes to extreme lengths to save his family from punishment after the family commits an accidental crime.,"Juliano Ribeiro Salgado, Wim Wenders","Sebastião Salgado, Wim Wenders, Lélia Wanick Salgado","Documentary, Biography, History"
244.0,Cat City,1986.0,8.3,96.0,11000.0,PG,,An agent delivers plans to save mice from a feline syndicate dedicated to eradicating rodents.,Louie Psihoyos,"Richard O'Barry, Louie Psihoyos, Hardy Jones","Documentary, Biography, Crime"
245.0,Lucia,2013.0,8.3,135.0,14000.0,15,,"A man suffering from insomnia is tricked into buying a drug, Lucia, that makes his desires come true in his dreams, blurring the line between fantasy and reality.",Satyajit Ray,"Soumitra Chatterjee, Sharmila Tagore, Alok Chakravarty",Drama
246.0,Chupke Chupke,1975.0,8.3,146.0,14000.0,U,,A newly wedded husband plays a practical joke on his wife's family with full support from his wife and friends.,Ivo Caprino,"Wenche Foss, Per Theodor Haugen, Harald Heide-Steen Jr.","Animation, Comedy, Family"
247.0,King of the Doormen,1976.0,8.3,84.0,14000.0,,,"A janitor/doorman and his family who came to ""big city"" Istanbul, with the hope to live a better life. With the different characters living in the building, the story evolves around the doorman and his tricky ways to skip work but make some extra cash on the side",Vetrimaaran,"Dhanush, Ameer Sultan, Radha Ravi","Action, Crime, Drama"
248.0,Gentlemen of Fortune,1971.0,8.3,88.0,13000.0,TV-13,,It so happens that peaceful kindergarten teacher is incredibly similar to the terrible villain who stole the helmet of Alexander the Great. And villain's accomplices are unexpectedly similar to children - they also need love and care.,Kamal Tabrizi,"Parviz Parastui, Bahram Ebrahimi, Reza Saeedi","Comedy, Drama"
249.0,Aruvi,2016.0,8.3,130.0,15000.0,Not Rated,,A gentle girl born and brought up amidst the ever growing eco-social-consumeristic environment finds it difficult to fit in the society. She decides to take it hard on the people. What she does is the rest of the story.,Anurag Kashyap,"Kay Kay Menon, Pawan Malhotra, Aditya Srivastav","Action, Crime, Drama"
250.0,Kaun Pravin Tambe?,2022.0,8.3,134.0,11000.0,,,"An indian cricketer who shows persistence and hardwork to achieve his ultimate goal of playing a Ranji Trophy. At the penultimate stage of the career at a age when it is believed people's career ends, he starts a new chapter of his life.",Yavuz Turgul,"Sener Sen, Ugur Yücel, Sermin Hürmeriç","Comedy, Drama, Music"
251.0,The Diamond Arm,1969.0,8.3,94.0,17000.0,Not Rated,,An ordinary Soviet citizen accidentally intervenes into a huge operation of international criminal group that trades illegally obtained jewelry.,"Masashi Koizuka, Tetsurô Araki","Yûki Kaji, Yui Ishikawa, Marina Inoue","Animation, Action, Adventure"
252.0,From the Village to the City,1974.0,8.3,91.0,12000.0,,,The sequel of Salak Milyoner. The adventure continues in Ankara when four brothers find a hoard full of gold while working in the plantation.,Vetrimaaran,"Dhanush, Manju Warrier, Prakash Raj","Action, Drama"
253.0,The Wild Robot,2024.0,8.2,102.0,134000.0,U,85.0,"After a shipwreck, an intelligent robot called Roz is stranded on an uninhabited island. To survive the harsh environment, Roz bonds with the island's animals and cares for an orphaned baby goose.",Nae Caranfil,"Mircea Diaconu, Gheorghe Dinica, Mara Nicolescu","Comedy, Drama"
254.0,Top Gun: Maverick,2022.0,8.2,130.0,757000.0,12A,78.0,"The story involves Maverick confronting his past while training a group of younger Top Gun graduates, including the son of his deceased best friend, for a dangerous mission.",Vetrimaaran,"Dinesh, Samuthirakani, Anandhi","Crime, Drama, Thriller"
255.0,Jurassic Park,1993.0,8.2,127.0,1100000.0,PG,68.0,"An industrialist invites some experts to visit his theme park of cloned dinosaurs. After a power failure, the creatures run loose, putting everyone's lives, including his grandchildren's, in danger.",Jeethu Joseph,"Mohanlal, Meena, Ansiba","Crime, Drama, Mystery"
256.0,The Wolf of Wall Street,2013.0,8.2,180.0,1700000.0,18,75.0,"Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.",Nag Ashwin,"Keerthy Suresh, Dulquer Salmaan, Samantha Ruth Prabhu","Biography, Drama"
257.0,Prisoners,2013.0,8.2,153.0,856000.0,15,70.0,"Keller Dover is facing every parent's worst nightmare. His six-year-old daughter, Anna, is missing, together with her friend, Joy, and as minutes turn to hours, panic sets in. The only lead is an RV that had been parked on their street.",Radivoje Andric,"Sergej Trifunovic, Marija Karan, Nebojsa Glogovac",Comedy
258.0,Green Book,2018.0,8.2,130.0,621000.0,12A,69.0,A working-class Italian-American bouncer becomes the driver for an African-American classical pianist on a tour of venues through the 1960s American South.,Mohan Raja,"Ravi Mohan, Arvind Swamy, Nayanthara","Action, Crime, Drama"
259.0,Taxi Driver,1976.0,8.2,114.0,965000.0,18,94.0,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action.",Leonid Gaidai,"Aleksandr Demyanenko, Mikhail Pugovkin, Aleksei Smirnov","Comedy, Crime, Drama"
260.0,No Country for Old Men,2007.0,8.2,122.0,1100000.0,15,92.0,Violence and mayhem ensue after a hunter stumbles upon the aftermath of a drug deal gone wrong and over two million dollars in cash near the Rio Grande.,Christopher Nolan,"Cillian Murphy, Emily Blunt, Matt Damon","Biography, Drama, History"
261.0,Spider-Man: No Way Home,2021.0,8.2,148.0,933000.0,12A,71.0,"With Spider-Man's identity now revealed, Peter asks Doctor Strange for help. When a spell goes wrong, dangerous foes from other worlds start to appear.",Darren Aronofsky,"Ellen Burstyn, Jared Leto, Jennifer Connelly",Drama
262.0,Kill Bill: Vol. 1,2003.0,8.2,111.0,1200000.0,18,69.0,"After waking from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her.",Michael Mann,"Al Pacino, Robert De Niro, Val Kilmer","Action, Crime, Drama"
263.0,Shutter Island,2010.0,8.2,138.0,1500000.0,15,63.0,Two US marshals are sent to a mental institution on an inhospitable island in order to investigate the disappearance of a patient.,Elem Klimov,"Aleksey Kravchenko, Olga Mironova, Liubomiras Laucevicius","Drama, Thriller, War"
264.0,Casino,1995.0,8.2,178.0,585000.0,18,73.0,"In Las Vegas, two best friends--a casino executive and a Mafia enforcer--compete for a gambling empire and a fast-living, fast-loving socialite.",Michel Gondry,"Jim Carrey, Kate Winslet, Tom Wilkinson","Drama, Romance, Sci-Fi"
265.0,The Truman Show,1998.0,8.2,103.0,1300000.0,PG,90.0,An insurance salesman begins to suspect that his whole life is actually some sort of reality TV show.,George Roy Hill,"Paul Newman, Robert Redford, Robert Shaw","Comedy, Crime, Drama"
266.0,1917,2019.0,8.2,119.0,716000.0,15,78.0,"April 6th, 1917. As an infantry battalion assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap.",Sam Mendes,"Kevin Spacey, Annette Bening, Thora Birch",Drama
267.0,Batman Begins,2005.0,8.2,140.0,1600000.0,12A,70.0,"After witnessing his parents' death, billionaire Bruce Wayne learns the art of fighting to confront injustice. When he returns to Gotham as Batman, he must stop a secret society that intends to destroy the city.",Denis Villeneuve,"Lubna Azabal, Mélissa Désormeaux-Poulin, Maxim Gaudette","Drama, Mystery, War"
268.0,Snatch,2000.0,8.2,104.0,937000.0,18,55.0,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.",Brian De Palma,"Al Pacino, Michelle Pfeiffer, Steven Bauer","Crime, Drama"
269.0,There Will Be Blood,2007.0,8.2,158.0,663000.0,12A,93.0,"A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business.",Gus Van Sant,"Robin Williams, Matt Damon, Ben Affleck","Drama, Romance"
270.0,The Elephant Man,1980.0,8.2,124.0,270000.0,PG,78.0,"A Victorian surgeon rescues a heavily disfigured man who is mistreated while scraping a living as a side-show freak. Behind his monstrous façade, there is revealed a person of kindness, intelligence and sophistication.",Park Chan-wook,"Choi Min-sik, Yoo Ji-tae, Kang Hye-jeong","Action, Drama, Mystery"
271.0,A Clockwork Orange,1971.0,8.2,136.0,904000.0,X,77.0,Alex DeLarge and his droogs barbarize a decaying near-future.,Mel Gibson,"Mel Gibson, Sophie Marceau, Patrick McGoohan","Biography, Drama, War"
272.0,The Thing,1982.0,8.2,109.0,491000.0,X,57.0,A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.,Stanley Kramer,"Spencer Tracy, Burt Lancaster, Richard Widmark","Drama, War"
273.0,The Sixth Sense,1999.0,8.2,107.0,1100000.0,15,64.0,"After being shot by a resentful former patient whom he failed to help, a Philadelphia child psychologist seeks redemption by treating a young boy with a disturbing secret.",Stanley Kubrick,"Keir Dullea, Gary Lockwood, William Sylvester","Adventure, Sci-Fi"
274.0,All About Eve,1950.0,8.2,138.0,143000.0,PG,98.0,A seemingly timid but secretly ruthless ingénue insinuates herself into the lives of an aging Broadway star and her circle of theater friends.,Todd Phillips,"Joaquin Phoenix, Robert De Niro, Zazie Beetz","Crime, Drama, Thriller"
275.0,A Beautiful Mind,2001.0,8.2,135.0,1000000.0,12,72.0,"A mathematical genius, John Nash made an astonishing discovery early in his career and stood on the brink of international acclaim. But the handsome and arrogant Nash soon found himself on a harrowing journey of self-discovery.",Thomas Vinterberg,"Mads Mikkelsen, Thomas Bo Larsen, Annika Wedderkopp",Drama
276.0,Some Like It Hot,1959.0,8.2,121.0,292000.0,A,98.0,"After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.",Quentin Tarantino,"Harvey Keitel, Tim Roth, Michael Madsen","Crime, Thriller"
277.0,Unforgiven,1992.0,8.2,130.0,449000.0,15,85.0,Retired Old West gunslinger Will Munny reluctantly takes on one last job to avenge an injustice with the help of his old partner and a newer outlaw known simply as The Schofield Kid.,Sergio Leone,"Robert De Niro, James Woods, Elizabeth McGovern","Crime, Drama"
278.0,Full Metal Jacket,1987.0,8.2,116.0,814000.0,18,78.0,A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,John Lasseter,"Tom Hanks, Tim Allen, Don Rickles","Animation, Adventure, Comedy"
279.0,Gone with the Wind,1939.0,8.2,238.0,343000.0,PG,97.0,A sheltered and manipulative Southern belle and a roguish profiteer face off in a turbulent romance as the society around them crumbles with the end of slavery and is rebuilt during the Civil War and Reconstruction periods.,"Stanley Donen, Gene Kelly","Gene Kelly, Donald O'Connor, Debbie Reynolds","Comedy, Musical, Romance"
280.0,L.A. Confidential,1997.0,8.2,138.0,636000.0,18,91.0,"As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice.",Thomas Kail,"Lin-Manuel Miranda, Phillipa Soo, Leslie Odom Jr.","Biography, Drama, History"
281.0,Pan's Labyrinth,2006.0,8.2,118.0,719000.0,15,98.0,"In 1944 Spain, a girl is sent to live with her ruthless stepfather. During the night, she meets a fairy who takes her to an old faun. He tells her she's a princess, but must prove her royalty by surviving three gruesome tasks.",Richard Marquand,"Mark Hamill, Harrison Ford, Carrie Fisher","Action, Adventure, Fantasy"
282.0,Indiana Jones and the Last Crusade,1989.0,8.2,127.0,832000.0,PG,65.0,"In 1938, after his father goes missing while pursuing the Holy Grail, Indiana Jones finds himself up against the Nazis again to stop them from obtaining its powers.",Jean-Pierre Jeunet,"Audrey Tautou, Mathieu Kassovitz, Rufus","Comedy, Romance"
283.0,Die Hard,1988.0,8.2,132.0,982000.0,18,72.0,A New York City police officer tries to save his estranged wife and several others taken hostage by terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.,David Lean,"Peter O'Toole, Alec Guinness, Anthony Quinn","Adventure, Biography, Drama"
284.0,Howl's Moving Castle,2004.0,8.2,119.0,475000.0,U,82.0,"When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.",Stanley Kubrick,"Peter Sellers, George C. Scott, Sterling Hayden","Comedy, War"
285.0,Downfall,2004.0,8.2,156.0,385000.0,15,82.0,"Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII.","Pete Docter, Bob Peterson","Edward Asner, Jordan Nagai, John Ratzenberger","Animation, Adventure, Comedy"
286.0,Finding Nemo,2003.0,8.2,100.0,1100000.0,U,90.0,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.",Hayao Miyazaki,"Yôji Matsuda, Yuriko Ishida, Yûko Tanaka","Animation, Adventure, Fantasy"
287.0,The Father,2020.0,8.2,97.0,208000.0,12A,88.0,"A man refuses all assistance from his daughter as he ages. As he tries to make sense of his changing circumstances, he begins to doubt his loved ones, his own mind and even the fabric of his reality.",Lee Unkrich,"Tom Hanks, Tim Allen, Joan Cusack","Animation, Adventure, Comedy"
288.0,The Secret in Their Eyes,2009.0,8.2,129.0,230000.0,18,80.0,A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.,Fritz Lang,"Brigitte Helm, Alfred Abel, Gustav Fröhlich","Drama, Sci-Fi"
289.0,Amaran,2024.0,8.2,167.0,17000.0,15,,"The life of Major Mukund Varadarajan and is set against the backdrop of the Qazipathri Operation in Shopian, Kashmir, which took place back in 2014.",Alfred Hitchcock,"James Stewart, Kim Novak, Barbara Bel Geddes","Mystery, Romance, Thriller"
290.0,Monty Python and the Holy Grail,1975.0,8.2,91.0,583000.0,12A,91.0,"King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.",Orson Welles,"Orson Welles, Joseph Cotten, Dorothy Comingore","Drama, Mystery"
291.0,Tumbbad,2018.0,8.2,108.0,67000.0,15,,A mythological story about a goddess who created the entire universe. The plot revolves around the consequences when humans build a temple for her first-born.,Billy Wilder,"Jack Lemmon, Shirley MacLaine, Fred MacMurray","Comedy, Drama, Romance"
292.0,The Great Escape,1963.0,8.2,172.0,266000.0,PG,86.0,"Allied officers in a German prisoner of war camp during World War II making a daring plan for a mass escape by hundreds of their men, hoping to draw German personnel and resources away from combat operations.",Robert Mulligan,"Gregory Peck, John Megna, Frank Overton","Crime, Drama"
293.0,Ran,1985.0,8.2,160.0,142000.0,15,97.0,"In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him.",Billy Wilder,"Fred MacMurray, Barbara Stanwyck, Edward G. Robinson","Crime, Drama, Film-Noir"
294.0,For a Few Dollars More,1965.0,8.2,132.0,285000.0,15,74.0,Two bounty killers with similar intentions but different motivations team up to track down a psychotic Mexican outlaw before he and his gang can carry out an audacious bank robbery.,Alfred Hitchcock,"Cary Grant, Eva Marie Saint, James Mason","Adventure, Drama, Mystery"
295.0,The Remarkable Life of Ibelin,2024.0,8.2,103.0,11000.0,12,78.0,"Mats Steen, a Norwegian gamer, died of a degenerative muscular disease at the age of 25. His parents mourned what they thought had been a lonely and isolated life, when they started receiving messages from online friends around the world.",Asghar Farhadi,"Payman Maadi, Leila Hatami, Sareh Bayat",Drama
296.0,Klaus,2019.0,8.2,96.0,210000.0,PG,65.0,"A simple act of kindness always sparks another, even in a frozen, faraway place. When Smeerensburg's new postman, Jesper, befriends toymaker Klaus, their gifts melt an age-old feud and deliver a sleigh full of holiday traditions.",Nitesh Tiwari,"Aamir Khan, Sakshi Tanwar, Fatima Sana Shaikh","Action, Biography, Drama"
297.0,Manjummel Boys,2024.0,8.2,135.0,26000.0,,,"A group of friends get into a daring rescue mission to save their friend from Guna Caves, a perilously deep pit from where nobody has ever been brought back.",Fritz Lang,"Peter Lorre, Ellen Widmann, Inge Landgut","Crime, Mystery, Thriller"
298.0,Rashomon,1950.0,8.2,88.0,187000.0,X,98.0,"The rape of a bride and the murder of her samurai husband are recalled from the perspectives of a bandit, the bride, the samurai's ghost and a woodcutter.",Akira Kurosawa,"Takashi Shimura, Nobuo Kaneko, Shin'ichi Himori",Drama
299.0,Dial M for Murder,1954.0,8.2,105.0,196000.0,PG,75.0,A former tennis star arranges the murder of his adulterous wife.,Vetrimaaran,"Soori, Vijay Sethupathi, Bhavani Sre","Action, Crime, Drama"
300.0,Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train,2020.0,8.2,117.0,81000.0,15,72.0,"After his family was brutally murdered and his sister turned into a demon, Tanjiro Kamado's journey as a demon slayer began. Tanjiro and his comrades embark on a new mission aboard the Mugen Train, on track to despair.","Aamir Khan, Amole Gupte","Darsheel Safary, Aamir Khan, Tisca Chopra","Drama, Family"
301.0,Inside Job,2010.0,8.2,109.0,81000.0,12,88.0,Takes a closer look at what brought about the 2008 financial meltdown.,Vittorio De Sica,"Lamberto Maggiorani, Enzo Staiola, Lianella Carell",Drama
302.0,Andhadhun,2018.0,8.2,139.0,107000.0,12A,,"A series of mysterious events change the life of a blind pianist, who must now report a crime that he should technically know nothing of.",Vishnuvardhan,"Sidharth Malhotra, Kiara Advani, Shiv Panditt","Action, Biography, Drama"
303.0,The Act of Killing,2012.0,8.2,117.0,42000.0,15,92.0,"A documentary which challenges former Indonesian death-squad leaders to reenact their mass-killings in whichever cinematic genres they wish, including classic Hollywood crime scenarios and lavish musical numbers.","Jimmy Chin, Elizabeth Chai Vasarhelyi","Bancha Duriyapunt, Apakorn Youkongkaew, Anan Surawan","Documentary, Action, Mystery"
304.0,K.G.F,2018.0,8.2,154.0,104000.0,15,,"In the 1970s, a gangster named Rocky goes undercover as a slave to assassinate the owner of a notorious gold mine known as the Kolar Gold Fields.",Dziga Vertov,"Mikhail Kaufman, Elizaveta Svilova",Documentary
305.0,Drishyam,2015.0,8.2,163.0,100000.0,12A,,"Desperate measures are taken by a man who tries to save his family from the dark side of the law, after they commit an unexpected crime.",Taichi Ishidate,"Yui Ishikawa, Daisuke Namikawa, Takehito Koyasu","Animation, Drama, Fantasy"
306.0,Children of Heaven,1997.0,8.2,89.0,84000.0,PG,77.0,"After a boy loses his sister's pair of shoes, he goes on a series of adventures in order to find them. When he can't, he tries a new way to ""win"" a new pair.",Lokesh Kanagaraj,"Kamal Haasan, Vijay Sethupathi, Fahadh Faasil","Action, Crime, Thriller"
307.0,Miracle in Cell No. 7,2019.0,8.2,132.0,58000.0,15,,A story of love between a mentally-ill father who was wrongly accused of murder and his lovely six year old daughter. Prison will be their home. Based on the 2013 Korean movie Miracle in Cell No. 7 (2013).,Mikhail Kalatozov,"Tatyana Samoylova, Aleksey Batalov, Vasiliy Merkurev","Drama, Romance, War"
308.0,K.G.F: Chapter 2,2022.0,8.2,166.0,157000.0,15,,"In the blood-soaked Kolar Gold Fields, Rocky's name strikes fear into his foes, while the government sees him as a threat to law and order. Rocky must battle threats from all sides for unchallenged supremacy.",Ram Gopal Varma,"J.D. Chakravarthi, Manoj Bajpayee, Urmila Matondkar","Action, Crime, Drama"
309.0,Yojimbo,1961.0,8.2,110.0,136000.0,PG,93.0,A crafty ronin comes to a town divided by two criminal gangs and decides to play them against each other to free the town.,Marcel Carné,"Arletty, Jean-Louis Barrault, Pierre Brasseur","Drama, Romance"
310.0,The Treasure of the Sierra Madre,1948.0,8.2,126.0,136000.0,PG,98.0,Two down-on-their-luck Americans searching for work in 1920s Mexico convince an old prospector to help them mine for gold in the Sierra Madre Mountains.,Ram Kumar,"Vishnu Vishal, Amala Paul, Radha Ravi","Crime, Mystery, Thriller"
311.0,Sátántangó,1994.0,8.2,439.0,13000.0,15,,"On the eve of a large payment, residents of a collapsing collective farm see their plans turn into desolation when they discover that Irimiás, a former co-worker who they thought was dead, is returning to the community.",Yimou Zhang,"You Ge, Gong Li, Ben Niu","Drama, War"
312.0,The Kid,1921.0,8.2,68.0,140000.0,U,,"The Tramp cares for an abandoned child, but events put their relationship in jeopardy.",Steve James,"William Gates, Arthur Agee, Emma Gates","Documentary, Drama, Sport"
313.0,Paradise Lost: The Child Murders at Robin Hood Hills,1996.0,8.2,150.0,19000.0,Not Rated,,A horrific triple child murder leads to an indictment and trial of three nonconformist boys based on questionable evidence.,Shoojit Sircar,"Vicky Kaushal, Shaun Scott, Stephen Hogan","Crime, Drama, History"
314.0,They Shall Not Grow Old,2018.0,8.2,99.0,39000.0,15,91.0,A documentary about World War I with never-before-seen footage to commemorate the centennial of the end of the war.,Akira Kurosawa,"Toshirô Mifune, Yûzô Kayama, Tsutomu Yamazaki",Drama
315.0,Gangs of Wasseypur,2012.0,8.2,321.0,107000.0,18,89.0,"A clash between Sultan and Shahid Khan leads to the expulsion of Khan from Wasseypur, and ignites a deadly blood feud spanning three generations.",Nitesh Tiwari,"Sushant Singh Rajput, Shraddha Kapoor, Varun Sharma","Comedy, Drama, Romance"
316.0,A Man Escaped,1956.0,8.2,101.0,28000.0,U,,A captured French Resistance fighter during World War II engineers a daunting escape from a German prison in France.,Joshua Oppenheimer,"Adi Rukun, M.Y. Basrun, Volker Hanisch","Documentary, Biography, History"
317.0,Koyaanisqatsi,1982.0,8.2,86.0,43000.0,U,72.0,"A collection of expertly photographed phenomena with no conventional plot. The footage focuses on the relationship between nature, humanity, and technology.",Kenji Mizoguchi,"Kinuyo Tanaka, Yoshiaki Hanayagi, Kyôko Kagawa",Drama
318.0,Sherlock Jr.,1924.0,8.2,45.0,61000.0,U,,"A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend's father's pocketwatch.",Masaki Kobayashi,"Toshirô Mifune, Yôko Tsukasa, Gô Katô",Drama
319.0,Baahubali 2: The Conclusion,2017.0,8.2,167.0,122000.0,15,,"Amarendra Baahubali, the heir apparent to the throne of Mahishmati, finds his life and relationships endangered as his adoptive brother Bhallaladeva conspires to claim the throne.",Alphonse Puthren,"Nivin Pauly, Sai Pallavi, Madonna Sebastian","Comedy, Drama, Romance"
320.0,A Face in the Crowd,1957.0,8.2,126.0,18000.0,PG,72.0,"Female radio reporter Marcia Jeffries turns folk-singing drifter Larry ""Lonesome"" Rhodes into a powerful media star who becomes utterly detestable during his meteoric rise.",Jude Anthany Joseph,"Tovino Thomas, Kunchacko Boban, Asif Ali","Action, Drama, Thriller"
