Index,Title,Year,Rating,Length (mins),Rating Amount,Group,Metascore,Short Description,Directors,Stars,Genres
97.0,Cinema Paradiso,1988.0,8.5,174.0,297000.0,PG,80.0,"Salvatore, a famous film director, returns to his hometown for the funeral of the local theater's film projectionist, Alfredo. He reminisces about his life as a young boy falling in love with cinema.","Ram Mohan, Yûgô Sakô, Koichi Saski","Arun Govil, Nikhil Kapoor, Edie Mirman","Animation, Action, Adventure"
98.0,Dear Zachary: A Letter to a Son About His Father,2008.0,8.5,93.0,43000.0,Not Rated,82.0,A filmmaker decides to memorialize a murdered friend when his friend's ex-girlfriend announces she is expecting his son.,Sidney Lumet,"Henry Fonda, Lee J. Cobb, Martin Balsam","Crime, Drama"
99.0,Modern Times,1936.0,8.5,87.0,270000.0,U,96.0,The Tramp struggles to live in modern industrial society with the help of a young homeless woman.,Christopher Nolan,"Christian Bale, Heath Ledger, Aaron Eckhart","Action, Crime, Drama"
100.0,City Lights,1931.0,8.5,87.0,205000.0,U,99.0,"With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically.",Steven Spielberg,"Liam Neeson, Ralph Fiennes, Ben Kingsley","Biography, Drama, History"
101.0,20 Days in Mariupol,2023.0,8.5,95.0,25000.0,18,83.0,"As the Russian invasion begins, a team of Ukrainian journalists trapped in the besieged city of Mariupol struggle to continue their work documenting the war's atrocities.",Peter Jackson,"Elijah Wood, Viggo Mortensen, Ian McKellen","Adventure, Drama, Fantasy"
102.0,Baraka,1992.0,8.5,96.0,42000.0,PG,,A collection of expertly photographed scenes of human life and religion.,Francis Ford Coppola,"Al Pacino, Robert De Niro, Robert Duvall","Crime, Drama"
103.0,Senna,2010.0,8.5,106.0,80000.0,12A,79.0,"A documentary on Brazilian Formula One racing driver Ayrton Senna, who won the F1 world championship three times before his death at age 34.",Anuj Bhardwaj,Suzanne Bernert,"Documentary, History"
104.0,Sita Ramam,2022.0,8.5,163.0,74000.0,12A,,"An orphan soldier, Lieutenant Ram's life changes, after he gets a letter from a girl named Sita. He meets her and love blossoms between them. When he comes back to his camp in Kashmir,After he gets caught in jail, he sends a letter to Sita which won't reach her.",Quentin Tarantino,"John Travolta, Uma Thurman, Samuel L. Jackson","Crime, Drama"
105.0,The Best of Youth,2003.0,8.5,374.0,25000.0,R,89.0,An Italian epic that follows the lives of two brothers from the 1960s to the 2000s.,Peter Jackson,"Elijah Wood, Ian McKellen, Orlando Bloom","Adventure, Drama, Fantasy"
106.0,The Kashmir Files,2022.0,8.5,170.0,576000.0,15,,"A heart-wrenching tale that captures the pain, suffering, and struggle of the Kashmiri Pandit community in 1990 and leads Krishna, a young college student, to set out on a quest to uncover the truth.",Ezra Edelman,"Willie Brown, Harry Edwards, John McKay","Documentary, Biography, Crime"
107.0,96,2018.0,8.5,158.0,40000.0,PG,,Two high school sweethearts meet at a reunion after 22 years and reminisce about their past.,Moustapha Akkad,"Abdallah Gheith, Mona Wassef, Hamdy Gheith","Action, Adventure, Biography"
108.0,Kumbalangi Nights,2019.0,8.5,135.0,20000.0,12A,,"The film revolves around four brothers who share a love-hate relationship with each other. Their relationship progresses to another level when Saji, Boney, and Franky decide to help Bobby stand by his love.",Amitabh Reza Chowdhury,"Chanchal Chowdhury, Masuma Rahman Nabila, Partha Barua","Crime, Mystery, Thriller"
109.0,Le Trou,1960.0,8.5,131.0,22000.0,A,,Distrust and uncertainty arise when four long-term inmates cautiously induct a new prisoner into their elaborate prison-break scheme.,Kartal Tibet,"Kemal Sunal, Müjde Ar, Adile Nasit","Comedy, History"
110.0,Intoxicated by Love,2024.0,8.5,118.0,11000.0,,,"Story of Rumi, his friendship with Shams Tabrizi, the love he had for him and the great influence of Shams over him in his life, his poetry and his love for God.",Walter Salles,"Fernanda Torres, Fernanda Montenegro, Selton Mello","Biography, Drama, History"
111.0,For Sama,2019.0,8.5,100.0,13000.0,18,89.0,FOR SAMA is both an intimate and epic journey into the female experience of war.,Christopher Nolan,"Leonardo DiCaprio, Joseph Gordon-Levitt, Elliot Page","Action, Adventure, Sci-Fi"
112.0,Kaiva,2023.0,8.5,138.0,69000.0,,,"Inspired from the true incidents occurred in Bengaluru - 1983, Kaiva brings the visual grandeur of Old Bengaluru showing the lights of world famous Bengaluru Karaga and the dark underworld of the city as well.",David Fincher,"Brad Pitt, Edward Norton, Meat Loaf",Drama
113.0,Jersey,2019.0,8.5,157.0,24000.0,12A,,A failed cricketer decides to revive his cricketing career in his late 30's despite everyone being skeptical of his ability to do so.,Robert Zemeckis,"Tom Hanks, Robin Wright, Gary Sinise","Drama, Romance"
114.0,Sarpatta Parambarai,2021.0,8.5,173.0,26000.0,,,"When Sarpatta Parambarai is challenged to a do-or-die match, will Kabilan, a young labourer, put on the gloves himself and lead his clan to victory, or be dissuaded by his disapproving mother and dangerous politics?",Sergio Leone,"Clint Eastwood, Eli Wallach, Lee Van Cleef","Adventure, Drama, Western"
115.0,Thalapathi,1991.0,8.5,157.0,14000.0,18,,An orphan named Surya raised in a slum befriends a good crime boss named Devaraj and works for him. Their existence is threatened when a new honest district collector arrives.,Peter Jackson,"Elijah Wood, Ian McKellen, Viggo Mortensen","Adventure, Drama, Fantasy"
116.0,The Girl with the Red Scarf,1977.0,8.5,90.0,17000.0,,,"Story of a dilemma between a woman's love and her logic. Asya, a young girl with a strict mother, meets Ilyas, who is a womanizer city man, and they quickly fall in love. They get over the hardships and have a happy marriage. However, after he helps a man one night, Ilyas' life changes forever and he leaves Asya and their son for another woman and doesn't come back.",Vidhu Vinod Chopra,"Vikrant Massey, Medha Shankr, Anant Joshi","Biography, Drama"
117.0,Zübük,1980.0,8.5,88.0,12000.0,,,"Zübük gets expelled from the political party that he is a member of, due to corruption. The journalist Yasar wants to make a news story about his case and investigates Zübük's doings. Yasar gets baffled at the sly tricks Zübük played on his village people.","Nick Morris, Laurence Connor","Ramin Karimloo, Sierra Boggess, Hadley Fraser","Drama, Musical, Romance"
118.0,Home,2009.0,8.5,118.0,23000.0,U,47.0,"With aerial footage from fifty-four countries, 'Home' is a depiction of how Earth's problems are all interlinked.","Dusan Kovacevic, Bozidar 'Bota' Nikolic","Danilo 'Bata' Stojkovic, Bora Todorovic, Mira Banjac","Comedy, Drama"
119.0,Gol Maal,1979.0,8.5,120.0,21000.0,Not Rated,,A man's simple lie to secure his job escalates into more complex lies when his orthodox boss gets suspicious.,Rojin Thomas,"Indrans, Sreenath Bhasi, Manju Pillai","Drama, Family"
120.0,Çöpçüler Krali,1977.0,8.5,80.0,22000.0,,,"Going through his daily routine in a stereotypical neighborhood, a street cleaner falls in love with a charwoman. Unfortunately for him, so does his boss.",Slobodan Sijan,"Bogdan Diklic, Danilo 'Bata' Stojkovic, Pavle Vuisic","Comedy, Drama"
121.0,Inglourious Basterds,2009.0,8.4,153.0,1700000.0,18,69.0,"In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.",Ertem Egilmez,"Kemal Sunal, Sener Sen, Halit Akçatepe","Comedy, History"
122.0,Avengers: Endgame,2019.0,8.4,181.0,1300000.0,12A,78.0,"After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe.",Ertem Egilmez,"Münir Özkul, Tarik Akan, Kemal Sunal",Comedy
123.0,Raiders of the Lost Ark,1981.0,8.4,115.0,1100000.0,PG,86.0,"In 1936, archaeologists and adventurers of the U.S. government hired Indiana Jones to find the Ark of the Covenant before the Nazis could obtain its extraordinary powers.",Christopher Nolan,"Matthew McConaughey, Anne Hathaway, Jessica Chastain","Adventure, Drama, Sci-Fi"
124.0,Memento,2000.0,8.4,113.0,1400000.0,15,83.0,"Leonard Shelby, an insurance investigator, suffers from anterograde amnesia and uses notes and tattoos to hunt for the man he thinks killed his wife, which is the last thing he remembers.",Martin Scorsese,"Robert De Niro, Ray Liotta, Joe Pesci","Biography, Crime, Drama"
125.0,The Dark Knight Rises,2012.0,8.4,164.0,1900000.0,12A,78.0,"Bane, an imposing terrorist, attacks Gotham City and disrupts its eight-year-long period of peace. This forces Bruce Wayne to come out of hiding and don the cape and cowl of Batman again.","Lana Wachowski, Lilly Wachowski","Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss","Action, Sci-Fi"
126.0,The Shining,1980.0,8.4,146.0,1200000.0,X,68.0,"A family heads to an isolated hotel for the winter, where a sinister presence influences the father into violence. At the same time, his psychic son sees horrifying forebodings from both the past and the future.",Milos Forman,"Jack Nicholson, Louise Fletcher, Michael Berryman",Drama
127.0,Avengers: Infinity War,2018.0,8.4,149.0,1300000.0,12A,68.0,The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.,Irvin Kershner,"Mark Hamill, Harrison Ford, Carrie Fisher","Action, Adventure, Fantasy"
128.0,Aliens,1986.0,8.4,137.0,802000.0,18,84.0,"Decades after surviving the Nostromo incident, Ellen Ripley is sent out to re-establish contact with a terraforming colony but finds herself battling the Alien Queen and her offspring.",T.J. Gnanavel,"Suriya, Lijo Mol Jose, Manikandan K.","Crime, Drama"
129.0,Apocalypse Now,1979.0,8.4,147.0,735000.0,X,94.0,A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.,Quentin Tarantino,"Uma Thurman, Lucy Liu, Vivica A. Fox","Action, Crime, Thriller"
130.0,Das Boot,1981.0,8.4,149.0,277000.0,AA,85.0,A German U-boat stalks the frigid waters of the North Atlantic as its young crew experience the sheer terror and claustrophobic life of a submariner in World War II.,Claude Lanzmann,"Simon Srebnik, Michael Podchlebnik, Motke Zaïdl","Documentary, History, War"
131.0,Spider-Man: Into the Spider-Verse,2018.0,8.4,117.0,716000.0,PG,87.0,Teen Miles Morales becomes the Spider-Man of his universe and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.,Jonathan Demme,"David Byrne, Bernie Worrell, Alex Weir","Documentary, Music"
132.0,Amadeus,1984.0,8.4,160.0,444000.0,PG,87.0,"The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporaneous composer who was deeply jealous of Mozart's talent and claimed to have murdered him.",Madhavan,"Madhavan, Simran, Rajit Kapoor","Biography, Drama"
133.0,Your Name.,2016.0,8.4,106.0,348000.0,12A,81.0,"Two teenagers share a profound, magical connection upon discovering they are swapping bodies. Things manage to become even more complicated when the boy and girl decide to meet in person.",Kiranraj K,"Rakshit Shetty, Charlie, Sangeetha Sringeri","Adventure, Comedy, Drama"
134.0,The Lives of Others,2006.0,8.4,137.0,424000.0,15,89.0,"In 1984 East Berlin, an agent of the secret police conducting surveillance on a writer and his lover finds himself becoming increasingly absorbed by their lives.",Sudha Kongara,"Suriya, Aparna Balamurali, Paresh Rawal",Drama
135.0,3 Idiots,2009.0,8.4,170.0,453000.0,12A,67.0,"Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots"".",Slobodan Sijan,"Pavle Vuisic, Dragan Nikolic, Danilo 'Bata' Stojkovic","Adventure, Comedy, Drama"
136.0,WALL·E,2008.0,8.4,98.0,1200000.0,U,95.0,"A robot who is responsible for cleaning a waste-covered Earth meets another robot and falls in love with her. Together, they set out on a journey that will alter the fate of mankind.","Dragan Bjelogrlic, Zoran Lisinac","Milan Maric, Tamara Dragicevic, Petar Bencina","Biography, Drama, Music"
137.0,Coco,2017.0,8.4,105.0,637000.0,PG,81.0,"Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.",Ertem Egilmez,"Kemal Sunal, Halit Akçatepe, Sener Sen","Comedy, History"
138.0,Maharaja,2024.0,8.4,141.0,63000.0,15,,"A barber seeks vengeance after his home is burglarized, cryptically telling police his ""lakshmi"" has been taken, leaving them uncertain if it's a person or object. His quest to recover the elusive ""lakshmi"" unfolds.",Haruo Sotozaki,,"Animation, Action, Fantasy"
139.0,Capernaum,2018.0,8.4,126.0,114000.0,15,75.0,"While serving a five-year sentence for a violent crime, a 12-year-old boy sues his parents for neglect.",Mari Selvaraj,"Kathir, Anandhi, Yogi Babu",Drama
140.0,Sunset Blvd.,1950.0,8.4,110.0,246000.0,PG,94.0,A screenwriter develops a dangerous relationship with a faded film star determined to make a triumphant return.,Fazil,"Mohanlal, Shobana, Suresh Gopi","Comedy, Horror, Mystery"
141.0,Witness for the Prosecution,1957.0,8.4,116.0,147000.0,U,76.0,A veteran British barrister must defend his client in a murder trial that has surprise after surprise.,Ertem Egilmez,"Münir Özkul, Kemal Sunal, Halit Akçatepe",Comedy
142.0,The Great Dictator,1940.0,8.4,125.0,247000.0,PG,,Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.,Ram,"Mammootty, Sadhana, Anjali","Drama, Family"
143.0,Oficina do Diabo,2025.0,8.4,124.0,17000.0,,,"An ambitious young demon is instructed by an older, more experienced devil on the art and science of condemning a soul to Hell. Dilemmas and hard lessons about the human heart and the fate of a human soul hangs in the balance.",Atif Yilmaz,"Kemal Sunal, Müjde Ar, Adile Nasit","Comedy, Drama"
144.0,Laapataa Ladies,2023.0,8.4,122.0,49000.0,12A,,"The misadventures of two young brides who get lost from the same train. From mistaken identities to laugh-out-aloud escapades, the ensuing chaos guarantees laughter galore and heartwarming moments.",Orhan Aksoy,"Münir Özkul, Adile Nasit, Sener Sen","Comedy, Drama"
145.0,Paths of Glory,1957.0,8.4,88.0,224000.0,PG,90.0,A colonel defends three of his soldiers in a court-martial after they abandon a suicidal attack.,David Fincher,"Morgan Freeman, Brad Pitt, Kevin Spacey","Crime, Drama, Mystery"
146.0,High and Low,1963.0,8.4,143.0,58000.0,12,90.0,An executive of a Yokohama shoe company becomes a victim of extortion when his chauffeur's son is kidnapped by mistake and held for ransom.,Jonathan Demme,"Jodie Foster, Anthony Hopkins, Scott Glenn","Crime, Drama, Thriller"
147.0,Samsara,2011.0,8.4,102.0,39000.0,12A,65.0,"Filmed over nearly five years in twenty-five countries on five continents, and shot on seventy-millimetre film, Samsara transports us to the varied worlds of sacred grounds, disaster zones, industrial complexes, and natural wonders.",Frank Darabont,"Tom Hanks, Michael Clarke Duncan, David Morse","Crime, Drama, Fantasy"
148.0,Woman of the Dunes,1964.0,8.4,147.0,24000.0,X,,An entomologist on vacation is trapped by local villagers into living with a woman whose life task is shoveling sand for them.,Steven Spielberg,"Tom Hanks, Matt Damon, Tom Sizemore","Drama, War"
