Sam Peckinpah,"Dustin Hoffman, Susan George, Peter Vaughan","Crime, Drama, Thriller"
Kirsten Sheridan,"Freddie Highmore, Keri Russell, Jonathan Rhys Meyers","Drama, Music"
Richard Eyre,"Cate Blanchett, Judi Dench, Andrew Simpson","Crime, Drama, Romance"
Sam Raimi,"Bruce Campbell, Embeth Davidtz, Marcus Gilbert","Comedy, Horror"
Dan Scanlon,"Tom Holland, Chris Pratt, Julia Louis-Dreyfus","Animation, Adventure, Comedy"
"Nat Faxon, Jim Rash","Steve Carell, Toni Collette, Allison Janney","Comedy, Drama"
Shaka King,"LaKeith Stanfield, Daniel Kaluuya, Jesse Plemons","Biography, Drama, History"
Milos Forman,"Jim Carrey, Danny DeVito, Gerry Becker","Biography, Comedy, Drama"
Oriol Paulo,"Adriana Ugarte, Chino Darín, Javier Gutiérrez","Drama, Fantasy, Mystery"
Gregory Hoblit,"Dennis Quaid, Jim Caviezel, Shawn Doyle","Crime, Drama, Mystery"
"Tod Browning, Karl Freund","Bela Lugosi, Helen Chandler, David Manners","Drama, Fantasy, Horror"
James Merendino,"Matthew Lillard, Michael A. Goorjian, Annabeth Gish","Comedy, Drama, Music"
Sydney Pollack,"Dustin Hoffman, Jessica Lange, Teri Garr","Comedy, Drama, Romance"
Christopher Nolan,"Jeremy Theobald, Alex Haw, Lucy Russell","Crime, Mystery, Thriller"
Todd Field,"Tom Wilkinson, Sissy Spacek, Nick Stahl","Crime, Drama"
Alfred Hitchcock,"Joel McCrea, Laraine Day, Herbert Marshall","Action, Drama, Romance"
Niki Caro,"Kevin Costner, Maria Bello, Ramiro Rodriguez","Biography, Drama, Sport"
Noah Baumbach,"Greta Gerwig, Mickey Sumner, Adam Driver","Comedy, Drama, Romance"
Sydney Pollack,"Robert Redford, Faye Dunaway, Cliff Robertson","Crime, Mystery, Thriller"
Christopher Guest,"Christopher Guest, Fred Willard, Catherine O'Hara",Comedy
Wong Kar-Wai,"Tony Leung Chiu-wai, Ziyi Zhang, Faye Wong","Drama, Romance, Sci-Fi"
Terrence Malick,"August Diehl, Valerie Pachner, Maria Simon","Biography, Drama, Romance"
Alfred Hitchcock,"Cary Grant, Grace Kelly, Jessie Royce Landis","Drama, Mystery, Romance"
Taylor Hackford,"Kathy Bates, Jennifer Jason Leigh, Christopher Plummer","Crime, Drama, Mystery"
George Cukor,"Spencer Tracy, Katharine Hepburn, Judy Holliday","Comedy, Romance"
David Anspaugh,"Gene Hackman, Barbara Hershey, Dennis Hopper","Drama, Sport"
Clint Eastwood,"Clint Eastwood, Verna Bloom, Marianna Hill","Drama, Mystery, Western"
Peter Bogdanovich,"Michael Caine, Carol Burnett, Denholm Elliott",Comedy
J.A. Bayona,"Belén Rueda, Fernando Cayo, Roger Príncep","Drama, Horror, Mystery"
James Ivory,"Anthony Hopkins, Emma Thompson, Vanessa Redgrave","Drama, Romance"
Liev Schreiber,"Elijah Wood, Eugene Hutz, Boris Lyoskin","Comedy, Drama"
Bill Pohlad,"John Cusack, Paul Dano, Elizabeth Banks","Biography, Drama, Music"
Scott Sanders,"Michael Jai White, Arsenio Hall, Tommy Davidson","Action, Comedy"
Todd Solondz,"Heather Matarazzo, Christina Brucato, Victoria Davis","Comedy, Drama"
J.A. Bayona,"Lewis MacDougall, Sigourney Weaver, Felicity Jones","Adventure, Drama, Family"
Norman Jewison,"Al Pacino, Jack Warden, John Forsythe","Crime, Drama, Thriller"
Iain Softley,"Kevin Spacey, Jeff Bridges, Mary McCormack","Drama, Mystery, Sci-Fi"
George Clooney,"David Strathairn, George Clooney, Patricia Clarkson","Biography, Drama, History"
Henry Hathaway,"John Wayne, Kim Darby, Glen Campbell","Adventure, Drama, Western"
John Schlesinger,"Dustin Hoffman, Laurence Olivier, Roy Scheider","Crime, Drama, Thriller"
Barry Levinson,"Robert Redford, Robert Duvall, Glenn Close","Drama, Sport"
Baran bo Odar,"Tom Schilling, Elyas M'Barek, Wotan Wilke Möhring","Crime, Drama, Mystery"
Mark Rydell,"John Wayne, Roscoe Lee Browne, Bruce Dern","Adventure, Drama, Western"
William Wyler,"Barbra Streisand, Omar Sharif, Kay Medford","Biography, Comedy, Drama"
Dee Rees,"Jason Mitchell, Carey Mulligan, Jason Clarke","Drama, War"
Jean-Luc Godard,"Brigitte Bardot, Jack Palance, Michel Piccoli","Drama, Romance"
Bille August,"Liam Neeson, Geoffrey Rush, Uma Thurman","Crime, Drama, Romance"
Bob Rafelson,"Jack Nicholson, Karen Black, Billy Green Bush",Drama
Mike Binder,"Adam Sandler, Don Cheadle, Jada Pinkett Smith",Drama
Philippe Falardeau,"Reese Witherspoon, Arnold Oceng, Ger Duany","Biography, Drama"
Ric Roman Waugh,"Stephen Dorff, Marisol Nichols, Vincent Miller","Action, Drama, Thriller"
Irwin Winkler,"Hayden Christensen, Kevin Kline, Kristin Scott Thomas",Drama
Makoto Shinkai,"Miyu Irino, Kana Hanazawa, Fumi Hirano","Animation, Drama, Romance"
John Sayles,"Chris Cooper, Elizabeth Peña, Stephen Mendillo","Drama, Mystery, Western"
Alejandro G. Iñárritu,"Javier Bardem, Maricel Álvarez, Hanaa Bouchaib","Drama, Romance"
Bang Woo-ri,"Kim Yoo-jung, Byeon Woo-seok, Park Jung-woo","Drama, Romance"
Sally El Hosaini,"Matthias Schweighöfer, Ali Suliman, James Krishna Floyd","Biography, Drama, Sport"
Pedro Almodóvar,"Gael García Bernal, Fele Martínez, Javier Cámara","Crime, Drama"
Mike Leigh,"Jim Broadbent, Ruth Sheen, Lesley Manville","Comedy, Drama"
Gail Mancuso,"Josh Gad, Dennis Quaid, Kathryn Prescott","Adventure, Comedy, Drama"
Alfred Hitchcock,"James Stewart, Doris Day, Brenda de Banzie","Crime, Drama, Thriller"
John G. Avildsen,"Morgan Freeman, Beverly Todd, Robert Guillaume","Biography, Drama"
Alfred Hitchcock,"Henry Fonda, Vera Miles, Anthony Quayle","Drama, Film-Noir"
Robert Benton,"Sally Field, Lindsay Crouse, Ed Harris",Drama
Atom Egoyan,"Ian Holm, Sarah Polley, Caerthan Banks",Drama
Alfred Hitchcock,"Jon Finch, Barry Foster, Barbara Leigh-Hunt","Drama, Thriller"
Norman Jewison,"Ted Neeley, Carl Anderson, Yvonne Elliman","Drama, History, Musical"
Patrice Chéreau,"Isabelle Adjani, Daniel Auteuil, Jean-Hugues Anglade","Biography, Drama, History"
Walter Lang,"Yul Brynner, Deborah Kerr, Rita Moreno","Biography, Drama, Musical"
"Rémy Belvaux, André Bonzel, Benoît Poelvoorde","Benoît Poelvoorde, Jacqueline Poelvoorde-Pappaert, Nelly Pappaert","Comedy, Crime, Drama"
Ridley Scott,"Keith Carradine, Harvey Keitel, Albert Finney","Drama, War"
Chloé Zhao,"Brady Jandreau, Mooney, Tim Jandreau","Drama, Western"
Wong Kar-Wai,"Leslie Cheung, Maggie Cheung, Andy Lau","Crime, Drama, Romance"
Armando Iannucci,"Tom Hollander, Peter Capaldi, James Gandolfini",Comedy
Guillermo del Toro,"Marisa Paredes, Eduardo Noriega, Federico Luppi","Drama, Horror, Thriller"
George Stevens,"Millie Perkins, Shelley Winters, Joseph Schildkraut","Biography, Drama, Family"
Keishi Otomo,"Takeru Satoh, Emi Takei, Yû Aoi","Action, Adventure, Drama"
Robert Wise,"Julie Harris, Claire Bloom, Richard Johnson",Horror
Jean-Luc Godard,"Jean-Paul Belmondo, Anna Karina, Graziella Galvani","Crime, Drama, Romance"
Blake Edwards,"Peter Sellers, Claudine Longet, Natalia Borisova","Comedy, Romance"
Steven Zaillian,"Joe Mantegna, Ben Kingsley, Max Pomeranc","Biography, Drama, Sport"
Doug Atchison,"Angela Bassett, Laurence Fishburne, Keke Palmer","Drama, Family"
László Nemes,"Géza Röhrig, Levente Molnár, Urs Rechn","Drama, War"
Mervyn LeRoy,"Nancy Kelly, Patty McCormack, Gage Clarke","Drama, Horror, Thriller"
Jay Roach,"Bryan Cranston, Diane Lane, Helen Mirren","Biography, Drama"
Woody Allen,"John Cusack, Dianne Wiest, Jennifer Tilly","Comedy, Crime"
Jan Svankmajer,"Kristýna Kohoutová, Camilla Power","Animation, Adventure, Fantasy"
René Clair,"Barry Fitzgerald, Walter Huston, Louis Hayward","Crime, Drama, Mystery"
Yuen Woo-Ping,"Jackie Chan, Siu-Tin Yuen, Jeong-lee Hwang","Action, Comedy"
Peter Weir,"Mel Gibson, Mark Lee, Bill Kerr","Adventure, Drama, History"
Mike Mills,"Joaquin Phoenix, Gaby Hoffmann, Woody Norman",Drama
Sam Peckinpah,"James Coburn, Maximilian Schell, James Mason","Drama, War"
Pawel Pawlikowski,"Agata Kulesza, Agata Trzebuchowska, Dawid Ogrodnik",Drama
Gorô Miyazaki,"Sarah Bolger, Chris Noth, Anton Yelchin","Animation, Comedy, Drama"
A.R. Murugadoss,"Aamir Khan, Asin Thottumkal, Jiah Khan","Action, Mystery, Romance"
John Ford,"John Wayne, Henry Fonda, Shirley Temple","Drama, Western"
Audrey Diwan,"Anamaria Vartolomei, Kacey Mottet Klein, Luàna Bajrami",Drama
David Swift,"Jane Wyman, Hayley Mills, Richard Egan","Comedy, Drama, Family"
Alejandro Amenábar,"Ana Torrent, Fele Martínez, Eduardo Noriega","Crime, Horror, Mystery"
James Bridges,"Jane Fonda, Jack Lemmon, Michael Douglas","Drama, Thriller"
John Michael McDonagh,"Brendan Gleeson, Chris O'Dowd, Kelly Reilly","Crime, Drama, Mystery"
Carroll Ballard,"Kelly Reno, Mickey Rooney, Teri Garr","Adventure, Family, Sport"
Bernard Rose,"Gary Oldman, Jeroen Krabbé, Isabella Rossellini","Biography, Drama, Music"
George Dunning,"Paul McCartney, George Harrison, Ringo Starr","Animation, Adventure, Comedy"
Burt Kennedy,"James Garner, Joan Hackett, Walter Brennan","Comedy, Western"
Jim Jarmusch,"John Lurie, Eszter Balint, Richard Edson","Comedy, Drama"
Vadim Perelman,"Nahuel Pérez Biscayart, Lars Eidinger, Jonas Nay","Drama, War"
Enzo Barboni,"Terence Hill, Bud Spencer, Steffen Zacharias","Comedy, Western"
Lindsay Anderson,"Malcolm McDowell, David Wood, Richard Warwick","Crime, Drama"
Bill Paxton,"Shia LaBeouf, Stephen Dillane, Elias Koteas","Biography, Drama, Sport"
David Lean,"Robert Mitchum, Trevor Howard, John Mills","Drama, Romance"
Martin Ritt,"Paul Newman, Fredric March, Richard Boone","Drama, Western"
Luchino Visconti,"Dirk Bogarde, Ingrid Thulin, Helmut Griem","Drama, War"
Kim Hyeong-joon,"Sul Kyung-gu, Ryu Seung-beom, Han Hye-jin","Action, Crime, Thriller"
John Woo,"Lung Ti, Leslie Cheung, Chow Yun-Fat","Action, Crime, Drama"
Gaspar Noé,"Dario Argento, Françoise Lebrun, Alex Lutz",Drama
Carlos López Estrada,"Daveed Diggs, Rafael Casal, Janina Gavankar","Comedy, Crime, Drama"
Stefano Sollima,"Pierfrancesco Favino, Elio Germano, Claudio Amendola","Action, Crime, Drama"
Roman Polanski,"Jon Finch, Francesca Annis, Martin Shaw","Drama, History"
Karan Johar,"Shah Rukh Khan, Kajol, Amitabh Bachchan","Drama, Musical, Romance"
Michael Gordon,"Rock Hudson, Doris Day, Tony Randall","Comedy, Romance"
Tushar Hiranandani,"Rajkummar Rao, Jyotika, Alaya F","Biography, Drama"
Christoffer Boe,"Nikolaj Lie Kaas, Fares Fares, Johanne Louise Schmidt","Crime, Mystery, Thriller"
Joshua Marston,"Catalina Sandino Moreno, Guilied Lopez, Orlando Tobón","Crime, Drama"
Céline Sciamma,"Joséphine Sanz, Gabrielle Sanz, Nina Meurisse","Drama, Fantasy"
Dennis Gansel,"Max Riemelt, Tom Schilling, Devid Striesow","Drama, Sport, Thriller"
"Shari Springer Berman, Robert Pulcini","Paul Giamatti, Shari Springer Berman, Harvey Pekar","Biography, Comedy, Drama"
John Sayles,"Jeni Courtney, Eileen Colgan, Mick Lally","Drama, Family, Fantasy"
Alice Wu,"Joan Chen, Michelle Krusiec, Lynn Chen","Comedy, Drama, Romance"
Carl Theodor Dreyer,"Julian West, Maurice Schutz, Rena Mandel","Fantasy, Horror"
Neil Armfield,"Ryan Corr, Sarah Snook, Francesco Ferdinandi","Biography, Drama, History"
Michael Apted,"Ioan Gruffudd, Albert Finney, Michael Gambon","Biography, Drama, History"
Mamoru Hosoda,"Ryunosuke Kamiki, Nanami Sakuraba, Mitsuki Tanimura","Animation, Action, Adventure"
Mike Leigh,"Alison Steadman, Jim Broadbent, Claire Skinner","Comedy, Drama"
Keishi Otomo,"Takeru Satoh, Kasumi Arimura, Yôsuke Eguchi","Action, Adventure, Drama"
Sam Peckinpah,"Warren Oates, Isela Vega, Robert Webber","Action, Crime, Drama"
Phillip Noyce,"Everlyn Sampi, Tianna Sansbury, Kenneth Branagh","Adventure, Biography, Drama"
"Ludwig Berger, Michael Powell, Tim Whelan","Conrad Veidt, Sabu, June Duprez","Adventure, Family, Fantasy"
Giuseppe Tornatore,"Ksenia Rappoport, Michele Placido, Claudia Gerini","Drama, Mystery, Thriller"
Eliza Hittman,"Sidney Flanigan, Talia Ryder, Théodore Pellerin",Drama
Wim Wenders,"Dennis Hopper, Bruno Ganz, Lisa Kreuzer","Crime, Drama, Mystery"
Mark Levin,"Josh Hutcherson, Charlotte Ray Rosenberg, Bradley Whitford","Comedy, Family, Romance"
Marcel Camus,"Breno Mello, Marpessa Dawn, Lourdes de Oliveira","Drama, Musical, Romance"
Tay Garnett,"Lana Turner, John Garfield, Cecil Kellaway","Crime, Drama, Film-Noir"
Percy Adlon,"Marianne Sägebrecht, CCH Pounder, Jack Palance","Comedy, Drama"
Stanley Donen,"Audrey Hepburn, Albert Finney, Eleanor Bron","Comedy, Drama, Romance"
Federico Fellini,"Giulietta Masina, Sandra Milo, Mario Pisu","Comedy, Drama, Fantasy"
"Ulu Grosbard, Dustin Hoffman","Dustin Hoffman, Theresa Russell, Gary Busey","Crime, Drama"
Wayne Wang,"Harvey Keitel, William Hurt, Giancarlo Esposito","Comedy, Drama"
Robert Rossen,"Broderick Crawford, John Ireland, Joanne Dru","Drama, Film-Noir"
"Michael Powell, Emeric Pressburger","Wendy Hiller, Roger Livesey, Pamela Brown","Drama, Romance"
John Cassavetes,"John Marley, Gena Rowlands, Lynn Carlin",Drama
Richard Attenborough,"Denzel Washington, Kevin Kline, Josette Simon","Biography, Drama, History"
Lukas Moodysson,"Lisa Lindgren, Michael Nyqvist, Emma Samuelsson","Comedy, Drama, Romance"
Louie Schwartzberg,"Brie Larson, Andrew Weil, Giuliana Furci",Documentary
Sam Peckinpah,"Joel McCrea, Randolph Scott, Mariette Hartley","Drama, Western"
Michelangelo Antonioni,"Monica Vitti, Richard Harris, Carlo Chionetti",Drama
"Mamoru Oshii, Naoko Kusumi, Mizuho Nishikubo","Akio Ôtsuka, Atsuko Tanaka, Tamio Ôki","Animation, Drama, Mystery"
Georges Lautner,"Jean-Paul Belmondo, Jean Desailly, Cyrielle Clair","Action, Crime, Drama"
Takeshi Kitano,"Takeshi Kitano, Tadanobu Asano, Yui Natsukawa","Action, Comedy, Crime"
Céline Sciamma,"Zoé Héran, Malonn Lévana, Jeanne Disson",Drama
William Wyler,"Bette Davis, Henry Fonda, George Brent","Drama, Romance"
Nicolas Bedos,"Daniel Auteuil, Guillaume Canet, Doria Tillier","Comedy, Drama, Fantasy"
Isabel Coixet,"Sarah Polley, Scott Speedman, Mark Ruffalo","Drama, Romance"
David Hugh Jones,"Anne Bancroft, Anthony Hopkins, Judi Dench","Biography, Drama, Romance"
Hal Hartley,"Adrienne Shelly, Martin Donovan, Rebecca Nelson","Comedy, Crime, Drama"
Sidney Lanfield,"Basil Rathbone, Nigel Bruce, Richard Greene","Crime, Mystery, Thriller"
Jean-Luc Godard,"Jean-Pierre Léaud, Chantal Goya, Marlène Jobert","Drama, Romance"
"Steven Bognar, Julia Reichert","Junming 'Jimmy' Wang, Robert Allen, Sherrod Brown",Documentary
Vasan Bala,"Rajkummar Rao, Huma Qureshi, Sikandar Kher","Comedy, Crime, Drama"
Woody Allen,"Mia Farrow, Dianne Wiest, Mike Starr",Comedy
Peter Yates,"Robert Mitchum, Peter Boyle, Richard Jordan","Crime, Drama"
Ethan Spaulding,"Jennifer Carpenter, Joel McHale, Ike Amadi","Animation, Action, Adventure"
William H. Macy,"Billy Crudup, Anton Yelchin, Felicity Huffman","Comedy, Drama, Music"
Davis Guggenheim,"Al Gore, Billy West, George Bush",Documentary
Mira Nair,"Madina Nalwanga, David Oyelowo, Lupita Nyong'o","Biography, Drama, Sport"
Kleber Mendonça Filho,"Sonia Braga, Maeve Jinkings, Irandhir Santos",Drama
Lokesh Kanagaraj,"Joseph Vijay, Vijay Sethupathi, Malavika Mohanan","Action, Crime, Drama"
Pablo Larraín,"Gael García Bernal, Alfredo Castro, Antonia Zegers","Drama, History"
Milos Forman,"Jan Vostrcil, Josef Sebánek, Josef Valnoha","Comedy, Drama"
Sylvain Chomet,"Jean-Claude Donda, Eilidh Rankin, Duncan MacNeil","Animation, Drama, Fantasy"
Michael Anderson,"Richard Todd, Michael Redgrave, Ursula Jeans","Drama, History, War"
Jacques Tourneur,"Dana Andrews, Peggy Cummins, Niall MacGinnis","Fantasy, Horror, Mystery"
Gabriele Salvatores,"Aitana Sánchez-Gijón, Dino Abbrescia, Giorgio Careccia","Crime, Drama, Mystery"
Erle C. Kenton,"Charles Laughton, Bela Lugosi, Richard Arlen","Film-Noir, Horror, Sci-Fi"
Naomi Kawase,"Kirin Kiki, Masatoshi Nagase, Kyara Uchida",Drama
Abbas Kiarostami,"Behzad Dorani, Noghre Asadi, Roushan Karam Elmi",Drama
Vishal Bhardwaj,"Shahid Kapoor, Priyanka Chopra Jonas, Deb Mukherjee","Action, Crime, Drama"
Raj Kumar Gupta,"Ajay Devgn, Ileana D'Cruz, Saurabh Shukla","Crime, Drama, Thriller"
Xavier Dolan,"Anne Dorval, Xavier Dolan, François Arnaud","Drama, Romance"
Luis Buñuel,"Catherine Deneuve, Fernando Rey, Franco Nero",Drama
Philipp Stölzl,"Benno Fürmann, Florian Lukas, Johanna Wokalek","Adventure, Biography, Drama"
Roman Polanski,"Leon Niemczyk, Jolanta Umecka, Zygmunt Malanowicz","Drama, Thriller"
Dick Powell,"Robert Mitchum, Curd Jürgens, David Hedison","Action, Adventure, Drama"
Imtiaz Ali,"Deepika Padukone, Ishwak Singh, Ranbir Kapoor","Comedy, Drama, Romance"
Michael Curtiz,"Humphrey Bogart, Peter Ustinov, Aldo Ray","Comedy, Crime, Romance"
"Tim Hetherington, Sebastian Junger","The Men of Battle Company 2nd of the 503rd Infantry Regiment 173rd Airborne Brigade Combat Team, , ","Documentary, Biography, History"
"Jean-Pierre Dardenne, Luc Dardenne","Émilie Dequenne, Fabrizio Rongione, Anne Yernaux",Drama
Robin Campillo,"Nahuel Pérez Biscayart, Arnaud Valois, Adèle Haenel",Drama
Marc Evans,"Alan Rickman, Sigourney Weaver, Carrie-Anne Moss","Drama, Romance"
Gabriele Salvatores,"Diego Abatantuono, Claudio Bigagli, Giuseppe Cederna","Comedy, Drama, War"
Gauri Shinde,"Alia Bhatt, Shah Rukh Khan, Kunal Kapoor","Drama, Romance"
François Truffaut,"Jean-Pierre Léaud, Claude Jade, Hiroko Berghauer","Comedy, Drama, Romance"
Kirby Dick,"Kirby Dick, Kimberly Peirce, Darren Aronofsky",Documentary
Vittorio De Sica,"Sophia Loren, Marcello Mastroianni, Aldo Puglisi","Comedy, Drama, Romance"
Lewis Milestone,"Barbara Stanwyck, Van Heflin, Lizabeth Scott","Drama, Film-Noir, Romance"
Robert Siodmak,"Burt Lancaster, Yvonne De Carlo, Dan Duryea","Crime, Drama, Film-Noir"
François Truffaut,"Charles Aznavour, Marie Dubois, Nicole Berger","Crime, Drama, Thriller"
Edmund Goulding,"Bette Davis, George Brent, Humphrey Bogart","Drama, Romance"
Rajkumar Santoshi,"Amitabh Bachchan, Akshay Kumar, Ajay Devgn","Action, Crime, Drama"
Richard Brooks,"Glenn Ford, Anne Francis, Louis Calhern","Crime, Drama"
"Scott McGehee, David Siegel","Julianne Moore, Alexander Skarsgård, Steve Coogan",Drama
Morgan Neville,"Darlene Love, Merry Clayton, Lisa Fischer","Documentary, Biography, History"
Damon Gameau,"Damon Gameau, Hugh Jackman, Milla Bakaitis",Documentary
Frank Tuttle,"Alan Ladd, Veronica Lake, Robert Preston","Crime, Drama, Film-Noir"
Woody Allen,"Woody Allen, Mia Farrow, Nick Apollo Forte",Comedy
Tushar Jalota,"Abhishek Bachchan, Nimrat Kaur, Yami Gautam","Comedy, Drama"
Hirokazu Koreeda,"Hiroshi Abe, Yôko Maki, Satomi Kobayashi","Comedy, Drama"
Robert Bresson,"Christian Patey, Sylvie Van den Elsen, Michel Briguet","Crime, Drama"
Werner Herzog,"Werner Herzog, Jean Clottes, Julien Monney","Documentary, History"
"Ali Taner Baltaci, Cem Yilmaz","Cem Yilmaz, Özge Özberk, Zafer Algöz","Comedy, Sci-Fi"
Albert Dupontel,"Nahuel Pérez Biscayart, Albert Dupontel, Laurent Lafitte","Comedy, Crime, Drama"
Gérard Oury,"Louis de Funès, Miou-Miou, Suzy Delair","Adventure, Comedy"
Lana Wilson,"Taylor Swift, Andrea Swift, Scott Swift","Documentary, Biography, Drama"
Jean-François Richet,"Vincent Cassel, Ludivine Sagnier, Mathieu Amalric","Action, Biography, Crime"
Koratala Siva,"Mahesh Babu, Kiara Advani, Prakash Raj","Action, Drama, Thriller"
Marius Holst,"Benjamin Helstad, Trond Nilssen, Stellan Skarsgård",Drama
"Mat Whitecross, Michael Winterbottom","Riz Ahmed, Farhad Harun, Waqar Siddiqui","Drama, War"
Henry Hathaway,"James Stewart, Richard Conte, Lee J. Cobb","Drama, Film-Noir"
Anurag Singh,"Akshay Kumar, Parineeti Chopra, Suvinder Vicky","Action, Drama, History"
"Jean-Pierre Dardenne, Luc Dardenne","Jérémie Renier, Déborah François, Jérémie Segard","Crime, Drama, Romance"
S. Shankar,"Vikram, Amy Jackson, Suresh Gopi","Action, Drama, Romance"
Victor Heerman,"Groucho Marx, Harpo Marx, Chico Marx","Comedy, Family, Musical"
"Heidi Ewing, Rachel Grady","Mike Papantonio, Lou Engle, Becky Fischer",Documentary
"Olivier Nakache, Éric Toledano","Vincent Cassel, Reda Kateb, Hélène Vincent","Comedy, Drama"
Janus Metz,"Kim Birkerod, Mads Mini, Daniel Olby","Documentary, War"
Hany Abu-Assad,"Kais Nashif, Ali Suliman, Lubna Azabal","Crime, Drama, Thriller"
Ken Loach,"Martin Compston, Michelle Coulter, Annmarie Fulton","Crime, Drama"
Nadine Labaki,"Claude Baz Moussawbaa, Nadine Labaki, Yvonne Maalouf","Comedy, Drama"
Mitsuo Hashimoto,"Masako Nozawa, Takeshi Kusao, Mayumi Tanaka","Animation, Action, Sci-Fi"
Ömer Faruk Sorak,"Cem Yilmaz, Ozan Güven, Demet Evgar","Adventure, Comedy, Western"
Shigeyasu Yamauchi,"Masako Nozawa, Toshio Furukawa, Mayumi Tanaka","Animation, Action, Fantasy"
Yavuz Turgul,"Sener Sen, Cem Yilmaz, Çetin Tekindor","Crime, Drama, Mystery"
Siu-Tung Ching,"Leslie Cheung, Joey Wang, Wu Ma","Action, Fantasy, Horror"
Kamal Haasan,"Kamal Haasan, Amrish Puri, Om Puri","Comedy, Drama, Family"
"Jean-Pierre Dardenne, Luc Dardenne","Thomas Doret, Cécile de France, Jérémie Renier",Drama
"Hanns-Bruno Kammertöns, Vanessa Nöcker, Michael Wech","Ross Brawn, Flavio Briatore, Luca Cordero di Montezemolo","Documentary, Biography, Sport"
Benedikt Erlingsson,"Halldóra Geirharðsdóttir, Jóhann Sigurðarson, Juan Camilo Román Estrada","Adventure, Comedy, Drama"
Tassos Boulmetis,"Georges Corraface, Ieroklis Michaelidis, Renia Louizidou",Drama
Roy Andersson,"Elisabeth Helander, Jörgen Nohall, Jan Wikbladh","Comedy, Drama, Music"
Özer Kiziltan,"Erkan Can, Meray Ülgen, Güven Kiraç",Drama
Michael Moore,"Michael Moore, William Black, Jimmy Carter","Documentary, Crime, History"
Sanjay Leela Bhansali,"Aishwarya Rai Bachchan, Salman Khan, Ajay Devgn","Comedy, Drama, Musical"
Luis Buñuel,"Jeanne Moreau, Georges Géret, Michel Piccoli","Crime, Drama"
Tom Tykwer,"Franka Potente, Benno Fürmann, Joachim Król","Drama, Mystery, Romance"
Hans Weingartner,"Daniel Brühl, Julia Jentsch, Stipe Erceg","Drama, Romance"
Sanjay Leela Bhansali,"Hrithik Roshan, Aishwarya Rai Bachchan, Shernaz Patel","Drama, Romance"
Ali Atay,"Ertan Saban, Serkan Keskin, Funda Eryigit","Comedy, Drama"
Rory Kennedy,"Donald Trump, Maria Bartiromo, Lester Holt",Documentary
Isabel Coixet,"Sarah Polley, Tim Robbins, Sverre Anker Ousdal","Drama, Romance"
Ram Gopal Varma,"Aamir Khan, Urmila Matondkar, Jackie Shroff","Comedy, Drama, Musical"
Ravi Chopra,"Amitabh Bachchan, Hema Malini, Salman Khan","Drama, Romance"
Sriram Raghavan,"Varun Dhawan, Nawazuddin Siddiqui, Yami Gautam","Action, Crime, Drama"
Vikramaditya Motwane,"Ranveer Singh, Sonakshi Sinha, Barun Chanda","Drama, Romance"
Yilmaz Erdogan,"Yilmaz Erdogan, Tolga Çevik, Demet Akbag","Comedy, Crime"
Madonne Ashwin,"Sivakarthikeyan, Aditi Shankar, Mysskin","Action, Comedy, Drama"
Icíar Bollaín,"Gael García Bernal, Luis Tosar, Karra Elejalde","Drama, History"
Jon Weinbach,"LeBron James, Dwyane Wade, Carmelo Anthony","Documentary, History, Sport"
Vipul Amrutlal Shah,"Amitabh Bachchan, Akshay Kumar, Sushmita Sen","Crime, Drama, Thriller"
Sreenu Vaitla,"Mahesh Babu, Samantha Ruth Prabhu, Sonu Sood","Action, Comedy, Drama"
James Toback,"Mike Tyson, Mills Lane, Trevor Berbick","Documentary, Biography, Sport"
"Iain Forsyth, Jane Pollard","Nick Cave, Susie Bick, Warren Ellis","Documentary, Drama, Music"
"Tyler Measom, Justin Weinstein","James Randi, Penn Jillette, Teller","Documentary, Biography, Comedy"
Norman Z. McLeod,"Groucho Marx, Harpo Marx, The Marx Brothers","Comedy, Family, Musical"
Nelson Dilipkumar,"Sivakarthikeyan, Vinay Rai, Priyanka Arulmohan","Action, Comedy, Crime"
"Ali Taner Baltaci, Cem Yilmaz","Cem Yilmaz, Mazhar Alanson, Özlem Tekin","Comedy, Drama"
Abbas Tyrewala,"Imran Khan, Genelia Deshmukh, Manjari Fadnnis","Comedy, Drama, Romance"
Gen Sekiguchi,"Tadanobu Asano, Reika Hashimoto, Kyôko Koizumi","Comedy, Fantasy, Horror"
Anurag Basu,"Dharmendra, Gautam Kapur, Irrfan Khan","Comedy, Drama, Musical"
Milan Luthria,"Ajay Devgn, Emraan Hashmi, Kangana Ranaut","Action, Crime, Drama"
Tolga Örnek,"Nejat Isler, Yigit Özsener, Ahu Türkpençe","Drama, Romance"
Aleksandr Kott,"Aleksey Kopashov, Pavel Derevyanko, Aleksandr Korshunov","Action, Drama, War"
Rachel Lears,"Alexandria Ocasio-Cortez, Cori Bush, Joe Crowley",Documentary
Saikiran Reddy Daida,"Srikanth, Easwari Rao, Srinivas Avasarala",Horror
Ezel Akay,"Haluk Bilginer, Özcan Deniz, Demet Akbag","Comedy, Music"
Davis Guggenheim,"Charles Adams, Jonathan Alter, Robert Balfanz",Documentary
Faruk Kabir,"Vidyut Jammwal, Shivaleeka Oberoi, Dibyendu Bhattacharya","Action, Crime, Drama"
Pen-Ek Ratanaruang,"Tadanobu Asano, Sinitta Boonyasak, Takashi Miike","Comedy, Drama, Romance"
