Mani Ratnam,"Arvind Swamy, Manisha Koirala, Nassar","Drama, Romance"
Nagesh Kukunoor,"Shreyas Talpade, Naseeruddin Shah, Shweta Basu Prasad","Drama, Sport"
Rajkumar Santoshi,"Ajay Devgn, Sushant Singh, D. Santosh","Biography, Drama, History"
Mansoor Khan,"Aamir Khan, Ayesha Jhulka, Deepak Tijori","Comedy, Drama, Romance"
Peter Joseph,"Peter Joseph, Robert Sapolsky, Gabor Maté",Documentary
Mert Baykal,"Ferhan Sensoy, Rasim Öztekin, Ali Çatalbas","Comedy, Drama"
Anup Bhandari,"Nirup Bhandari, Radhika Narayan, Avantika Shetty","Mystery, Thriller"
"Aleksandras Brokas, Mindaugas Urbonavicius",Jeremy Irons,"Documentary, History"
Harold Ramis,"Bill Murray, Andie MacDowell, Chris Elliott","Comedy, Drama, Fantasy"
Denis Villeneuve,"Timothée Chalamet, Rebecca Ferguson, Zendaya","Action, Adventure, Drama"
Denis Villeneuve,"Harrison Ford, Ryan Gosling, Ana de Armas","Action, Drama, Mystery"
Magizh Thirumeni,"Ajith Kumar, Trisha Krishnan, Regina Cassandra","Action, Thriller"
Rob Reiner,"Cary Elwes, Mandy Patinkin, Robin Wright","Adventure, Comedy, Family"
Venky Atluri,"Dulquer Salmaan, Meenaakshi Chaudhary, Tinnu Anand","Crime, Drama, Thriller"
James Gunn,"Chris Pratt, Vin Diesel, Bradley Cooper","Action, Adventure, Comedy"
Richard Kelly,"Jake Gyllenhaal, Jena Malone, Mary McDonnell","Drama, Mystery, Sci-Fi"
Martin Brest,"Al Pacino, Chris O'Donnell, James Rebhorn",Drama
Damien Chazelle,"Ryan Gosling, Emma Stone, Rosemarie DeWitt","Comedy, Drama, Music"
Spike Jonze,"Joaquin Phoenix, Amy Adams, Scarlett Johansson","Drama, Romance, Sci-Fi"
Alejandro G. Iñárritu,"Leonardo DiCaprio, Tom Hardy, Will Poulter","Action, Adventure, Drama"
Darren Aronofsky,"Natalie Portman, Mila Kunis, Vincent Cassel","Drama, Thriller"
David Lynch,"Richard Farnsworth, Sissy Spacek, Jane Galloway Heitz","Biography, Drama"
Ridley Scott,"Matt Damon, Jessica Chastain, Kristen Wiig","Adventure, Drama, Sci-Fi"
"Frank Miller, Quentin Tarantino, Robert Rodriguez","Mickey Rourke, Clive Owen, Bruce Willis","Crime, Thriller"
Joss Whedon,"Robert Downey Jr., Chris Evans, Scarlett Johansson","Action, Sci-Fi"
Tim Miller,"Ryan Reynolds, Morena Baccarin, T.J. Miller","Action, Comedy"
"Byron Howard, Rich Moore, Jared Bush","Ginnifer Goodwin, Jason Bateman, Idris Elba","Animation, Action, Adventure"
Martin Campbell,"Daniel Craig, Eva Green, Judi Dench","Action, Adventure, Thriller"
Brad Bird,"Craig T. Nelson, Samuel L. Jackson, Holly Hunter","Animation, Action, Adventure"
"Gary Trousdale, Kirk Wise","Paige O'Hara, Robby Benson, Jesse Corti","Animation, Family, Fantasy"
Quentin Tarantino,"Uma Thurman, David Carradine, Michael Madsen","Action, Crime, Thriller"
Morten Tyldum,"Benedict Cumberbatch, Keira Knightley, Matthew Goode","Biography, Drama, Thriller"
Kevin Costner,"Kevin Costner, Mary McDonnell, Graham Greene","Adventure, Drama, Western"
Sian Heder,"Emilia Jones, Marlee Matlin, Troy Kotsur","Comedy, Drama, Music"
Edward Zwick,"Leonardo DiCaprio, Djimon Hounsou, Jennifer Connelly","Adventure, Drama, Thriller"
Gabriele Muccino,"Will Smith, Thandiwe Newton, Jaden Smith","Biography, Drama"
"Ron Clements, John Musker","Scott Weinger, Robin Williams, Linda Larkin","Animation, Adventure, Comedy"
Terry Gilliam,"Bruce Willis, Madeleine Stowe, Brad Pitt","Mystery, Sci-Fi, Thriller"
Satoshi Kon,"Junko Iwao, Rica Matsumoto, Shinpachi Tsuji","Animation, Crime, Drama"
Pat Boonnitipat,"Putthipong Assaratanakul, Usha Seamkhum, Sanya Kunakorn","Comedy, Drama, Family"
Paul Thomas Anderson,"Tom Cruise, Jason Robards, Julianne Moore",Drama
Barry Levinson,"Dustin Hoffman, Tom Cruise, Valeria Golino",Drama
"Danny Boyle, Loveleen Tandan","Dev Patel, Freida Pinto, Saurabh Shukla","Crime, Drama, Romance"
Mel Brooks,"Gene Wilder, Madeline Kahn, Marty Feldman",Comedy
Tim Burton,"Ewan McGregor, Albert Finney, Billy Crudup","Adventure, Drama, Fantasy"
Roman Polanski,"Mia Farrow, John Cassavetes, Ruth Gordon","Drama, Horror"
"Pete Docter, Kemp Powers","Jamie Foxx, Tina Fey, Graham Norton","Animation, Adventure, Comedy"
Mike Nichols,"Dustin Hoffman, Anne Bancroft, Katharine Ross","Comedy, Drama, Romance"
Lars von Trier,"Nicole Kidman, Paul Bettany, Lauren Bacall","Crime, Drama"
Garth Davis,"Dev Patel, Nicole Kidman, Rooney Mara","Biography, Drama"
Oriol Paulo,"Mario Casas, Ana Wagener, Jose Coronado","Crime, Drama, Mystery"
Andrei Tarkovsky,"Alisa Freyndlikh, Aleksandr Kaydanovskiy, Anatoliy Solonitsyn","Drama, Sci-Fi"
George Roy Hill,"Paul Newman, Robert Redford, Katharine Ross","Biography, Crime, Drama"
Billy Bob Thornton,"Billy Bob Thornton, Dwight Yoakam, J.T. Walsh",Drama
Paul Greengrass,"Matt Damon, Edgar Ramírez, Joan Allen","Action, Mystery, Thriller"
Tom Hooper,"Colin Firth, Geoffrey Rush, Helena Bonham Carter","Biography, Drama, History"
Katsuhiro Ôtomo,"Mitsuo Iwata, Nozomu Sasaki, Mami Koyama","Animation, Drama, Fantasy"
Sidney Lumet,"Al Pacino, John Cazale, Penelope Allen","Biography, Crime, Drama"
Franklin J. Schaffner,"Charlton Heston, Roddy McDowall, Kim Hunter","Adventure, Sci-Fi"
Oliver Stone,"Kevin Costner, Gary Oldman, Jack Lemmon","Drama, History, Thriller"
Stuart Rosenberg,"Paul Newman, George Kennedy, Strother Martin","Crime, Drama"
Ron Howard,"Russell Crowe, Renée Zellweger, Craig Bierko","Biography, Drama, Romance"
Wong Kar-Wai,"Brigitte Lin, Takeshi Kaneshiro, Tony Leung Chiu-wai","Comedy, Crime, Drama"
Walter Salles,"Fernanda Montenegro, Vinícius de Oliveira, Marília Pêra",Drama
Dinjith Ayyathan,"Asif Ali, Vijayaraghavan, Aparna Balamurali","Drama, Mystery, Thriller"
Federico Fellini,"Marcello Mastroianni, Anouk Aimée, Claudia Cardinale",Drama
Hwang Dong-hyuk,"Gong Yoo, Jung Yu-mi, Kim Hyeon-soo","Crime, Drama, Thriller"
Jacques Tourneur,"Robert Mitchum, Jane Greer, Kirk Douglas","Crime, Drama, Film-Noir"
Alejandro G. Iñárritu,"Emilio Echevarría, Gael García Bernal, Goya Toledo","Drama, Thriller"
Franklin J. Schaffner,"Steve McQueen, Dustin Hoffman, Victor Jory","Biography, Crime, Drama"
William Wyler,"Gregory Peck, Audrey Hepburn, Eddie Albert","Comedy, Drama, Romance"
Mike Leigh,"Timothy Spall, Brenda Blethyn, Phyllis Logan","Comedy, Drama"
S.S. Rajamouli,"Prabhas, Rana Daggubati, Anushka Shetty","Action, Drama"
Richard Attenborough,"Ben Kingsley, John Gielgud, Rohini Hattangadi","Biography, Drama, History"
Peter Bogdanovich,"Timothy Bottoms, Jeff Bridges, Cybill Shepherd","Drama, Romance"
Norman Jewison,"Topol, Norma Crane, Leonard Frey","Drama, Family, Musical"
Ingmar Bergman,"Bibi Andersson, Liv Ullmann, Margaretha Krook","Drama, Thriller"
Wilson Yip,"Donnie Yen, Simon Yam, Louis Fan","Action, Biography, Drama"
Hayao Miyazaki,"Sumi Shimamoto, Mahito Tsujimura, Hisako Kyôda","Animation, Adventure, Sci-Fi"
Terry Jones,"Graham Chapman, John Cleese, Michael Palin",Comedy
Federico Fellini,"Marcello Mastroianni, Anita Ekberg, Anouk Aimée","Comedy, Drama"
Charles Laughton,"Robert Mitchum, Shelley Winters, Lillian Gish","Crime, Drama, Film-Noir"
Thomas Vinterberg,"Ulrich Thomsen, Henning Moritzen, Thomas Bo Larsen",Drama
Hayao Miyazaki,"Mayumi Tanaka, Keiko Yokozawa, Kotoe Hatsui","Animation, Adventure, Family"
Otto Preminger,"James Stewart, Lee Remick, Ben Gazzara","Drama, Mystery"
Howard Hawks,"John Wayne, Dean Martin, Ricky Nelson",Western
Robert Wiene,"Werner Krauss, Conrad Veidt, Friedrich Feher","Horror, Mystery, Thriller"
Robert Aldrich,"Bette Davis, Joan Crawford, Victor Buono","Drama, Horror, Thriller"
"Wai Keung Lau, Alan Mak","Andy Lau, Tony Leung Chiu-wai, Anthony Chau-Sang Wong","Crime, Drama, Mystery"
Alan Parker,"Bob Geldof, Christine Hargreaves, James Laurenson","Drama, Fantasy, Music"
Xavier Dolan,"Anne Dorval, Antoine Olivier Pilon, Suzanne Clément",Drama
Mike Nichols,"Elizabeth Taylor, Richard Burton, George Segal",Drama
"Tomm Moore, Ross Stewart","Honor Kneafsey, Eva Whittaker, Sean Bean","Animation, Action, Adventure"
Kim Ki-duk,"Kim Ki-duk, Oh Yeong-su, Jong-ho Kim","Drama, Romance"
Werner Herzog,"Klaus Kinski, Claudia Cardinale, José Lewgoy","Adventure, Drama, Music"
Jean-Pierre Melville,"Alain Delon, François Périer, Nathalie Delon","Crime, Drama, Thriller"
Emir Kusturica,"Predrag 'Miki' Manojlovic, Lazar Ristovski, Mirjana Jokovic","Comedy, Drama, Fantasy"
José Padilha,"Wagner Moura, André Ramiro, Caio Junqueira","Action, Crime, Drama"
John Cassavetes,"Gena Rowlands, Peter Falk, Fred Draper","Drama, Romance"
François Truffaut,"Jean-Pierre Léaud, Albert Rémy, Claire Maurier","Crime, Drama"
Andrei Tarkovsky,"Anatoliy Solonitsyn, Ivan Lapikov, Nikolay Grinko","Biography, Drama, History"
Hirokazu Koreeda,"Yûya Yagira, Ayu Kitaura, Hiei Kimura",Drama
Giuseppe Tornatore,"Tim Roth, Pruitt Taylor Vince, Mélanie Thierry","Drama, Music, Romance"
Isao Takahata,"Chloë Grace Moretz, James Caan, Mary Steenburgen","Animation, Drama, Family"
Tomm Moore,"David Rawle, Brendan Gleeson, Lisa Hannigan","Animation, Adventure, Drama"
Julian Schnabel,"Mathieu Amalric, Emmanuelle Seigner, Marie-Josée Croze","Biography, Drama"
Nuri Bilge Ceylan,"Haluk Bilginer, Melisa Sözen, Demet Akbag",Drama
Sion Sono,"Takahiro Nishijima, Hikari Mitsushima, Sakura Andô","Action, Comedy, Drama"
Akira Kurosawa,"Toshirô Mifune, Minoru Chiaki, Isuzu Yamada",Drama
Pradeep Ranganathan,"Pradeep Ranganathan, Ivana, Yogi Babu","Comedy, Drama, Romance"
David Lean,"Celia Johnson, Trevor Howard, Stanley Holloway","Drama, Romance"
"Michael Powell, Emeric Pressburger","David Niven, Kim Hunter, Robert Coote","Drama, Fantasy, Romance"
"Andrei Tarkovsky, Eduard Abalov","Nikolay Burlyaev, Valentin Zubkov, Evgeniy Zharikov","Drama, War"
Alexander Mackendrick,"Burt Lancaster, Tony Curtis, Susan Harrison","Drama, Film-Noir"
Nuri Bilge Ceylan,"Dogu Demirkol, Murat Cemcir, Bennu Yildirimlar",Drama
Jasmila Zbanic,"Jasna Djuricic, Izudin Bajrovic, Boris Ler","Drama, History, War"
"Vincent Paronnaud, Marjane Satrapi","Chiara Mastroianni, Catherine Deneuve, Gena Rowlands","Animation, Biography, Drama"
Ernst Lubitsch,"Margaret Sullavan, James Stewart, Frank Morgan","Comedy, Drama, Romance"
Akira Kurosawa,"Toshirô Mifune, Misa Uehara, Minoru Chiaki","Adventure, Drama"
Claude Berri,"Yves Montand, Emmanuelle Béart, Daniel Auteuil",Drama
"Mahiro Maeda, Katsuichi Nakayama, Kazuya Tsurumaki","Megumi Ogata, Megumi Hayashibara, Yûko Miyamura","Animation, Action, Drama"
Sidney Lumet,"Henry Fonda, Walter Matthau, Fritz Weaver","Drama, Thriller"
Vishal Bhardwaj,"Shahid Kapoor, Tabu, Shraddha Kapoor","Crime, Drama, Thriller"
Alejandro Amenábar,"Javier Bardem, Belén Rueda, Lola Dueñas","Biography, Drama"
Michael Moore,"Michael Moore, Charlton Heston, Marilyn Manson","Documentary, Crime, Drama"
Louis Malle,"Gaspard Manesse, Raphael Fejtö, Francine Racette","Drama, War"
Federico Fellini,"Anthony Quinn, Giulietta Masina, Richard Basehart",Drama
Sam Wrench,"Taylor Swift, Mike Meadows, Max Bernstein","Documentary, Music, Musical"
Luis Buñuel,"Silvia Pinal, Jacqueline Andere, Enrique Rambal","Drama, Fantasy"
Ingmar Bergman,"Max von Sydow, Birgitta Valberg, Gunnel Lindblom",Drama
Yôjirô Takita,"Masahiro Motoki, Ryôko Hirosue, Tsutomu Yamazaki",Drama
José Padilha,"Wagner Moura, Irandhir Santos, André Ramiro","Crime, Drama, Thriller"
Robert Hamer,"Dennis Price, Alec Guinness, Valerie Hobson","Comedy, Crime"
François Truffaut,"Jacqueline Bisset, Jean-Pierre Léaud, François Truffaut","Comedy, Drama, Romance"
Daniel Petrie,"Sidney Poitier, Claudia McNeil, Ruby Dee",Drama
Frank Pavich,"Alejandro Jodorowsky, Michel Seydoux, H.R. Giger",Documentary
Terry Zwigoff,"Robert Crumb, Aline Kominsky-Crumb, Charles Crumb","Documentary, Biography, Comedy"
Questlove,"Dorinda Drake, Barbara Bland-Acosta, Darryl Lewis","Documentary, History, Music"
Mahesh Narayanan,"Fahadh Faasil, Nimisha Sajayan, Vinay Forrt","Action, Biography, Crime"
Juraj Herz,"Rudolf Hrusínský, Vlasta Chramostová, Jana Stehnová","Comedy, Crime, Drama"
Roberto Rossellini,"Anna Magnani, Aldo Fabrizi, Marcello Pagliero","Drama, Thriller, War"
Aditya Chopra,"Shah Rukh Khan, Kajol, Amrish Puri","Drama, Romance"
Luis Buñuel,"Silvia Pinal, Francisco Rabal, Fernando Rey",Drama
Akira Kurosawa,"Toshirô Mifune, Tatsuya Nakadai, Keiju Kobayashi","Action, Drama, Thriller"
"Béla Tarr, Ágnes Hranitzky","Lars Rudolph, Peter Fitz, Hanna Schygulla","Drama, Mystery"
Ari Folman,"Ari Folman, Ron Ben-Yishai, Ronny Dayag","Documentary, Animation, Biography"
Charles Chaplin,"Charles Chaplin, Claire Bloom, Nigel Bruce","Drama, Music, Romance"
Aniruddha Roy Chowdhury,"Amitabh Bachchan, Taapsee Pannu, Kirti Kulhari","Crime, Drama, Thriller"
Laura Poitras,"Edward Snowden, Glenn Greenwald, William Binney","Documentary, Biography"
Emir Kusturica,"Bajram Severdzan, Srdjan 'Zika' Todorovic, Branka Katic","Comedy, Crime, Romance"
Ingmar Bergman,"Ingrid Thulin, Gunnar Björnstrand, Gunnel Lindblom",Drama
Apoorv Singh Karki,"Manoj Bajpayee, Adrija Sinha, Surya Mohan Kulshreshtha","Crime, Drama, Thriller"
Rajkumar Santoshi,"Aamir Khan, Salman Khan, Raveena Tandon","Action, Comedy, Romance"
Ömer Faruk Sorak,"Cem Yilmaz, Özge Özberk, Ozan Güven","Adventure, Comedy, Sci-Fi"
William A. Wellman,"Henry Fonda, Dana Andrews, Mary Beth Hughes","Drama, Western"
Rainer Werner Fassbinder,"Brigitte Mira, El Hedi ben Salem, Barbara Valentin","Drama, Romance"
Yuriy Bykov,"Artyom Bystrov, Natalya Surkova, Yuriy Tsurilo","Crime, Drama, Thriller"
"Michael Powell, Emeric Pressburger","Roger Livesey, Deborah Kerr, Anton Walbrook","Drama, Romance, War"
Elio Petri,"Gian Maria Volontè, Florinda Bolkan, Gianni Santuccio","Crime, Drama"
Ingmar Bergman,"Liv Ullmann, Max von Sydow, Sigge Fürst",Drama
Kang Je-kyu,"Jang Dong-gun, Won Bin, Lee Eun-ju","Action, Drama, War"
Levent Semerci,"Mete Horozoglu, Ilker Kizmaz, Birce Akalay","Action, Drama, Thriller"
Michael Moore,"Michael Moore, Tucker Albrizzi, Edward R. Annis","Documentary, Drama"
Vishal Bhardwaj,"Ajay Devgn, Kareena Kapoor, Saif Ali Khan","Action, Crime, Drama"
Vishal Bhardwaj,"Irrfan Khan, Tabu, Pankaj Kapur","Crime, Drama, Thriller"
Seth Gordon,"Steve Wiebe, Billy Mitchell, Mark Alpiger","Documentary, Biography, Sport"
Victor Sjöström,"Victor Sjöström, Hilda Borgström, Tore Svennberg","Drama, Fantasy, Horror"
"Tamara Kotevska, Ljubomir Stefanov","Hatidze Muratova, Nazife Muratova, Hussein Sam","Documentary, Drama"
Alex Gibney,"Paul Haggis, Jason Beghe, Spanky Taylor",Documentary
Karthik Subbaraj,"Raghava Lawrence, S.J. Suryah, Nimisha Sajayan","Action, Comedy, Drama"
Darin J. Sallam,"Karam Taher, Ashraf Barhom, Ali Suliman",Drama
Bahman Ghobadi,"Soran Ebrahim, Avaz Latif, Hiresh Feysal Rahman","Drama, War"
Farhan Akhtar,"Aamir Khan, Saif Ali Khan, Akshaye Khanna","Comedy, Drama, Romance"
Rajkumar Hirani,"Sanjay Dutt, Arshad Warsi, Vidya Balan","Comedy, Drama, Romance"
Lee Hae-jun,"Jeong Jae-yeong, Jung Ryeo-won, Young-Seo Park","Comedy, Drama, Romance"
Ram Gopal Varma,"Ajay Devgn, Mohanlal, Manisha Koirala","Action, Crime, Drama"
Erich von Stroheim,"Gibson Gowland, Zasu Pitts, Jean Hersholt","Drama, Thriller, Western"
"Mathur Goswami, Neeraj Pandey","Sushant Singh Rajput, Kiara Advani, Disha Patani","Biography, Drama, Sport"
Krzysztof Kieslowski,"Miroslaw Baka, Krzysztof Globisz, Jan Tesarz","Crime, Drama"
Yasujirô Ozu,"Chishû Ryû, Shima Iwashita, Keiji Sada",Drama
Akira Kurosawa,"Toshirô Mifune, Masayuki Mori, Kyôko Kagawa","Crime, Drama, Thriller"
F.W. Murnau,"Emil Jannings, Maly Delschaft, Max Hiller",Drama
"Edward Sedgwick, Buster Keaton","Buster Keaton, Marceline Day, Harold Goodwin","Comedy, Drama, Family"
Marwan Hamed,"Karim Abdel Aziz, Khaled El-Sawi, Nilli Karim","Crime, Drama, Horror"
Vignesh Raja,"R. Sarathkumar, Lisha Chinnu, Ashok Selvan","Action, Crime, Thriller"
"Yilmaz Erdogan, Ömer Faruk Sorak","Yilmaz Erdogan, Demet Akbag, Altan Erkekli","Comedy, Drama, History"
Sachy,"Biju Menon, Prithviraj Sukumaran, Ranjith","Action, Drama, Thriller"
Neeraj Pandey,"Akshay Kumar, Anupam Kher, Manoj Bajpayee","Crime, Drama, History"
"Mark Achbar, Jennifer Abbott","Mikela Jay, Rob Beckwermert, Christopher Gora","Documentary, History"
Anurag Kashyap,"Kay Kay Menon, Raj Singh Chaudhary, Raja Chaudhary","Crime, Drama, Thriller"
Yash Chopra,"Amitabh Bachchan, Shashi Kapoor, Nirupa Roy","Action, Crime, Drama"
Cassie Jaye,"Cassie Jaye, Paul Elam, Attila Vinczer",Documentary
Bing Liu,"Kent Abernathy, Mengyue Bolen, Nina Bowgren","Documentary, Sport"
René Clément,"Georges Poujouly, Brigitte Fossey, Amédée","Drama, War"
Ketan Mehta,"Nawazuddin Siddiqui, Radhika Apte, Ashutosh Acharya","Biography, Drama"
Sukumar,"Mahesh Babu, Kriti Sanon, Nassar","Action, Thriller"
Vladimir Menshov,"Vera Alentova, Aleksey Batalov, Irina Muravyova","Comedy, Drama, Romance"
Kamal Haasan,"Kamal Haasan, Shah Rukh Khan, Rani Mukerji","Crime, Drama, History"
"Peter D. Hutchison, Kelly Nyks, Jared P. Scott","Spiro Agnew, William F. Buckley, Noam Chomsky","Documentary, Biography, News"
Çagan Irmak,"Çetin Tekindor, Yigit Özsener, Gökçe Bahadir","Comedy, Drama, Family"
Brian Knappenberger,"Aaron Swartz, Tim Berners-Lee, Cindy Cohn","Documentary, Biography, Crime"
"Joe Berlinger, Bruce Sinofsky","Gary Gitchell, Todd Moore, Dana Moore","Documentary, Crime"
"Sam Dunn, Scot McFadyen, Jessica Joy Wise","Tom Araya, Gavin Baddeley, Blasphemer","Documentary, Music"
Srdjan Dragojevic,"Dusan Pekic, Milan Maric, Dragan Bjelogrlic","Comedy, Crime, Drama"
Mari Selvaraj,"Dhanush, Lal, Rajisha Vijayan","Action, Drama"
Mahesh Manjrekar,"Sanjay Dutt, Namrata Shirodkar, Reema Lagoo","Crime, Drama, Thriller"
Marwan Hamed,"Karim Abdel Aziz, Nilli Karim, Hind Sabri","Crime, Drama, Horror"
Puri Jagannadh,"Mahesh Babu, Ileana D'Cruz, Prakash Raj","Action, Crime, Thriller"
Eugene Jarecki,"Gore Vidal, John McCain, Ken Adelman","Documentary, History, War"
Jan Harlan,"Katharina Kubrick, Malcolm McDowell, Stanley Kubrick","Documentary, Biography"
Sinan Çetin,"Ilyas Salman, Sener Sen, Aysen Gruda","Comedy, Drama, Romance"
Gunasekhar,"Mahesh Babu, Bhoomika Chawla, Prakash Raj","Action, Drama, Romance"
Brady Corbet,"Adrien Brody, Felicity Jones, Guy Pearce",Drama
Gints Zilbalodis,,"Animation, Adventure, Family"
David Lynch,"Naomi Watts, Laura Harring, Justin Theroux","Drama, Mystery, Thriller"
James Cameron,"Leonardo DiCaprio, Kate Winslet, Billy Zane","Drama, Romance"
Wim Wenders,"Kôji Yakusho, Tokio Emoto, Arisa Nakano",Drama
Tony Scott,"Christian Slater, Patricia Arquette, Dennis Hopper","Crime, Drama, Romance"
Rian Johnson,"Daniel Craig, Chris Evans, Ana de Armas","Comedy, Crime, Drama"
James Gunn,"Chris Pratt, Chukwudi Iwuji, Bradley Cooper","Action, Adventure, Comedy"
Denis Villeneuve,"Amy Adams, Jeremy Renner, Forest Whitaker","Drama, Mystery, Sci-Fi"
Alexander Payne,"Paul Giamatti, Da'Vine Joy Randolph, Dominic Sessa","Comedy, Drama"
James Cameron,"Sam Worthington, Zoe Saldaña, Sigourney Weaver","Action, Adventure, Fantasy"
Paul Thomas Anderson,"Mark Wahlberg, Julianne Moore, Burt Reynolds",Drama
Jon Favreau,"Robert Downey Jr., Gwyneth Paltrow, Terrence Howard","Action, Adventure, Sci-Fi"
Alfonso Cuarón,"Daniel Radcliffe, Emma Watson, Rupert Grint","Adventure, Family, Fantasy"
Norman Jewison,"Sidney Poitier, Rod Steiger, Warren Oates","Drama, Mystery, Thriller"
Bryan Singer,"Rami Malek, Lucy Boynton, Gwilym Lee","Biography, Drama, Music"
Taika Waititi,"Roman Griffin Davis, Thomasin McKenzie, Scarlett Johansson","Comedy, Drama, War"
"Andrew Adamson, Vicky Jenson","Mike Myers, Eddie Murphy, Cameron Diaz","Animation, Adventure, Comedy"
Doug Liman,"Tom Cruise, Emily Blunt, Bill Paxton","Action, Adventure, Sci-Fi"
J.J. Abrams,"Chris Pine, Zachary Quinto, Simon Pegg","Action, Adventure, Sci-Fi"
Cameron Crowe,"Billy Crudup, Patrick Fugit, Kate Hudson","Adventure, Comedy, Drama"
Taika Waititi,"Chris Hemsworth, Tom Hiddleston, Cate Blanchett","Action, Adventure, Comedy"
Alfonso Cuarón,"Julianne Moore, Clive Owen, Chiwetel Ejiofor","Drama, Sci-Fi, Thriller"
John Landis,"John Belushi, Dan Aykroyd, Cab Calloway","Adventure, Comedy, Crime"
Clint Eastwood,"Sean Penn, Tim Robbins, Kevin Bacon","Crime, Drama, Mystery"
Stephen Chbosky,"Logan Lerman, Emma Watson, Ezra Miller",Drama
Martin McDonagh,"Colin Farrell, Brendan Gleeson, Ciarán Hinds","Comedy, Crime, Drama"
Steven Spielberg,"Henry Thomas, Drew Barrymore, Peter Coyote","Adventure, Family, Sci-Fi"
Zack Snyder,"Henry Cavill, Ben Affleck, Gal Gadot","Action, Adventure, Fantasy"
Neill Blomkamp,"Sharlto Copley, David James, Jason Cope","Action, Sci-Fi, Thriller"
Henry Koster,"James Stewart, Wallace Ford, William H. Lynn","Comedy, Drama, Fantasy"
Edgar Wright,"Simon Pegg, Nick Frost, Kate Ashfield","Comedy, Horror"
Jean-Marc Vallée,"Matthew McConaughey, Jennifer Garner, Jared Leto","Biography, Drama"
Richard Linklater,"Ellar Coltrane, Patricia Arquette, Ethan Hawke",Drama
Bryan Singer,"Patrick Stewart, Ian McKellen, Hugh Jackman","Action, Adventure, Sci-Fi"
Stephen Chbosky,"Jacob Tremblay, Owen Wilson, Izabela Vidovic","Drama, Family"
Rob Reiner,"Rob Reiner, Michael McKean, Christopher Guest","Comedy, Music"
Wes Anderson,"George Clooney, Meryl Streep, Bill Murray","Animation, Adventure, Comedy"
Spike Lee,"Danny Aiello, Ossie Davis, Ruby Dee","Comedy, Drama"
Noah Baumbach,"Adam Driver, Scarlett Johansson, Julia Greer","Drama, Romance"
Ang Lee,"Suraj Sharma, Irrfan Khan, Adil Hussain","Adventure, Drama, Fantasy"
"John Lasseter, Ash Brannon, Lee Unkrich","Tom Hanks, Tim Allen, Joan Cusack","Animation, Adventure, Comedy"
Richard Linklater,"Ethan Hawke, Julie Delpy, Seamus Davey-Fitzpatrick","Drama, Romance"
Mamoru Oshii,"Atsuko Tanaka, Iemasa Kayumi, Akio Ôtsuka","Animation, Action, Crime"
Ang Lee,"Chow Yun-Fat, Michelle Yeoh, Ziyi Zhang","Action, Adventure, Drama"
Brian De Palma,"Al Pacino, Sean Penn, Penelope Ann Miller","Crime, Drama, Thriller"
Cecil B. DeMille,"Charlton Heston, Yul Brynner, Anne Baxter","Adventure, Drama, Family"
Tim Burton,"Johnny Depp, Winona Ryder, Dianne Wiest","Drama, Fantasy, Romance"
Morton DaCosta,"Rosalind Russell, Forrest Tucker, Coral Browne","Comedy, Drama, Romance"
Woody Allen,"Woody Allen, Diane Keaton, Tony Roberts","Comedy, Romance"
Hal Ashby,"Peter Sellers, Shirley MacLaine, Melvyn Douglas","Comedy, Drama"
"Stanley Kubrick, Anthony Mann","Kirk Douglas, Laurence Olivier, Jean Simmons","Adventure, Biography, Drama"
Sergio Leone,"Clint Eastwood, Gian Maria Volontè, Marianne Koch","Drama, Western"
Alfred Hitchcock,"Farley Granger, Robert Walker, Ruth Roman","Crime, Drama, Film-Noir"
Taylor Hackford,"Damian Chapa, Jesse Borrego, Benjamin Bratt","Biography, Crime, Drama"
Wim Wenders,"Bruno Ganz, Solveig Dommartin, Otto Sander","Drama, Fantasy, Romance"
David Lean,"Omar Sharif, Julie Christie, Geraldine Chaplin","Drama, Romance, War"
Henry Selick,"Danny Elfman, Chris Sarandon, Catherine O'Hara","Animation, Family, Fantasy"
John Carney,"Ferdia Walsh-Peelo, Aidan Gillen, Maria Doyle Kennedy","Comedy, Drama, Music"
Elia Kazan,"Vivien Leigh, Marlon Brando, Kim Hunter",Drama
Lars von Trier,"Björk, Catherine Deneuve, David Morse","Crime, Drama, Musical"
Andrei Tarkovsky,"Natalya Bondarchuk, Donatas Banionis, Jüri Järvet","Drama, Mystery, Sci-Fi"
Ericson Core,"Willem Dafoe, Julianne Nicholson, Christopher Heyerdahl","Adventure, Biography, Drama"
Andrei Tarkovsky,"Erland Josephson, Susan Fleetwood, Allan Edwall",Drama
Michael Haneke,"Jean-Louis Trintignant, Emmanuelle Riva, Isabelle Huppert",Drama
Bob Clark,"Peter Billingsley, Melinda Dillon, Darren McGavin","Comedy, Family"
Darren Aronofsky,"Mickey Rourke, Marisa Tomei, Evan Rachel Wood","Drama, Sport"
Hirokazu Koreeda,"Lily Franky, Sakura Andô, Kirin Kiki","Crime, Drama, Thriller"
Victor Fleming,"Spencer Tracy, Freddie Bartholomew, Lionel Barrymore","Adventure, Drama, Family"
Yimou Zhang,"Jet Li, Tony Leung Chiu-wai, Maggie Cheung","Action, Adventure, Drama"
John Huston,"Humphrey Bogart, Mary Astor, Gladys George","Crime, Drama, Film-Noir"
