Year,Length (minutes),Rating Amount,Metascore,Rating,Weighted Rating
0.7222222222222214,0.16535433070866143,1.0,0.7600000000000001,1.0000000000000004,1.0
0.518518518518519,0.23031496062992127,0.6989966555183946,1.0,0.9523809523809521,0.6916774471755066
0.8518518518518512,0.1850393700787402,1.0,0.7866666666666667,0.8571428571428572,0.967658473479948
0.7129629629629619,0.2696850393700787,0.4983277591973244,0.9333333333333335,0.8571428571428572,0.482535575679172
0.8055555555555536,0.28149606299212604,0.6989966555183946,0.92,0.8571428571428572,0.6765847347994823
0.37962962962962976,0.07480314960629922,0.3,0.9600000000000001,0.8571428571428572,0.2907503234152652
0.5370370370370345,0.2834645669291339,0.46488294314381273,0.8666666666666668,0.8571428571428572,0.45019404915912026
1.0,0.15354330708661415,0.0010033444816053513,0.7999999999999999,0.8095238095238098,0.001570360787695845
0.7870370370370345,0.23622047244094488,0.6989966555183946,0.8933333333333334,0.8095238095238098,0.6690383786114704
0.7222222222222214,0.18897637795275593,0.7658862876254181,0.9333333333333335,0.8095238095238098,0.7330027310622393
0.8703703703703702,0.17716535433070865,0.8662207357859532,0.6533333333333333,0.7619047619047623,0.8196061520770446
0.768518518518519,0.15944881889763782,0.7993311036789298,0.56,0.7619047619047623,0.7563605002156101
0.7222222222222214,0.16535433070866143,0.7658862876254181,0.7600000000000001,0.7619047619047623,0.7247376742848928
0.7962962962962941,0.23818897637795275,0.5986622073578596,0.8266666666666668,0.7619047619047623,0.5666235446313065
0.4629629629629619,0.23622047244094488,0.27792642140468227,0.8666666666666668,0.7619047619047623,0.26336064395572806
0.9074074074074083,0.21850393700787404,0.7658862876254181,0.6533333333333333,0.714285714285714,0.7164726175075462
0.768518518518519,0.15354330708661415,0.6989966555183946,0.64,0.714285714285714,0.6539456662354461
0.6851851851851833,0.17125984251968504,0.431438127090301,0.8933333333333334,0.714285714285714,0.4038378611470461
0.5462962962962941,0.14763779527559054,0.3645484949832776,0.7866666666666667,0.714285714285714,0.34131090987494606
0.5925925925925917,0.1299212598425197,0.46488294314381273,0.7600000000000001,0.714285714285714,0.4351013367830961
0.6296296296296298,0.05905511811023623,0.004013377926421405,0.92,0.714285714285714,0.004290642518326864
0.6388888888888893,1.0,0.0003344481605351171,0.9866666666666667,0.714285714285714,0.0008516601983613622
0.731481481481481,0.13582677165354332,0.6321070234113713,0.5333333333333333,0.6666666666666665,0.5845910593646685
0.7592592592592595,0.21850393700787404,0.4983277591973244,0.88,0.6666666666666665,0.4609745579991375
0.6944444444444429,0.11811023622047245,0.5317725752508361,0.8133333333333334,0.6666666666666665,0.4918786833405203
0.768518518518519,0.2578740157480315,0.4983277591973244,0.48,0.6666666666666665,0.4609745579991375
0.5648148148148131,0.12401574803149606,0.4983277591973244,0.8666666666666668,0.6666666666666665,0.4609745579991375
0.7962962962962941,0.14173228346456693,0.27324414715719064,0.7200000000000001,0.6666666666666665,0.25298979445163144
0.6944444444444429,0.15551181102362208,0.3979933110367893,0.6666666666666666,0.6666666666666665,0.36826218197498917
0.7870370370370345,0.1299212598425197,0.29498327759197324,0.9466666666666667,0.6666666666666665,0.2730774759235302
0.75,0.11417322834645668,0.25317725752508363,0.44000000000000006,0.6666666666666665,0.23444731924680173
0.27777777777777857,0.14173228346456693,0.17123745819397995,0.8533333333333334,0.6666666666666665,0.15873221216041394
0.3518518518518512,0.29330708661417326,0.12341137123745821,0.9733333333333333,0.6666666666666665,0.11453931292223657
0.4259259259259238,0.14763779527559054,0.022408026755852843,0.7999999999999999,0.6666666666666665,0.0212088543912606
0.7777777777777786,0.1909448818897638,0.5652173913043479,0.56,0.6190476190476191,0.5166738536725599
